user_id,product_id,fit_preferences,weight,height,size_1,percentage_1,size_2,percentage_2
65,1,looser,80,181,L,79%,XL,59%
65,2,looser,80,181,L,79%,XL,61%
67,9,looser,83,173,L,79%,XL,61%
67,4,looser,83,173,L,76%,XL,54%
67,0,looser,83,173,L,78%,XL,57%
69,0,looser,82,172,L,85%,XL,50%
69,9,looser,82,172,L,86%,XL,54%
71,7,perfect,83,175,L,90%,M,47%
71,4,perfect,83,175,L,90%,M,41%
71,6,perfect,83,175,L,91%,M,49%
73,8,perfect,79,176,L,71%,M,59%
73,9,perfect,79,176,L,73%,M,60%
73,3,perfect,79,176,L,76%,M,65%
84,9,looser,77,177,L,95%,XL,44%
84,8,looser,77,177,L,92%,XL,39%
88,4,perfect,87,175,L,91%,XL,40%
88,5,perfect,87,175,L,92%,XL,42%
90,8,tighter,88,183,L,85%,M,45%
90,7,tighter,88,183,L,89%,M,49%
90,5,tighter,88,183,L,88%,M,45%
92,5,looser,81,165,L,94%,M,39%
92,6,looser,81,165,L,95%,M,44%
92,4,looser,81,165,L,94%,M,37%
93,4,perfect,81,179,L,88%,M,42%
93,9,perfect,81,179,L,89%,M,50%
93,3,perfect,81,179,L,89%,M,51%
94,5,looser,79,164,L,88%,M,46%
97,6,tighter,86,182,L,80%,M,60%
97,9,tighter,86,182,L,78%,M,55%
97,1,tighter,86,182,L,80%,M,59%
98,2,looser,81,169,L,93%,XL,46%
98,6,looser,81,169,L,88%,M,50%
98,3,looser,81,169,L,93%,XL,47%
101,4,perfect,90,177,L,74%,XL,56%
101,2,perfect,90,177,L,78%,XL,63%
102,1,looser,75,169,L,78%,M,60%
102,5,looser,75,169,L,77%,M,56%
104,4,perfect,80,173,L,71%,M,59%
104,9,perfect,80,173,L,74%,M,66%
104,8,perfect,80,173,L,69%,M,60%
105,4,perfect,82,177,L,89%,M,42%
105,3,perfect,82,177,L,90%,M,50%
105,9,perfect,82,177,L,90%,M,50%
109,2,looser,77,175,L,95%,M,44%
109,0,looser,77,175,L,94%,M,41%
112,8,perfect,90,173,L,81%,XL,49%
114,9,looser,80,175,L,89%,XL,50%
114,2,looser,80,175,L,89%,XL,51%
119,9,perfect,80,172,L,72%,M,68%
119,0,perfect,80,172,L,70%,M,65%
119,7,perfect,80,172,L,71%,M,67%
122,8,perfect,81,174,L,77%,M,53%
122,0,perfect,81,174,L,80%,M,55%
122,2,perfect,81,174,L,82%,M,58%
125,7,tighter,86,183,L,82%,M,57%
125,4,tighter,86,183,L,80%,M,50%
125,5,tighter,86,183,L,80%,M,53%
126,3,tighter,90,180,L,90%,M,49%
126,0,tighter,90,180,L,90%,M,45%
126,9,tighter,90,180,L,90%,M,49%
133,6,perfect,83,181,L,95%,XL,43%
133,9,perfect,83,181,L,95%,XL,44%
134,2,looser,80,173,L,92%,XL,48%
134,6,looser,80,173,L,92%,XL,47%
134,1,looser,80,173,L,91%,XL,43%
137,0,looser,78,173,L,94%,M,41%
137,8,looser,78,173,L,92%,M,39%
137,2,looser,78,173,L,95%,M,44%
138,4,perfect,80,173,L,71%,M,59%
138,8,perfect,80,173,L,69%,M,60%
141,2,looser,76,174,L,92%,M,48%
141,5,looser,76,174,L,90%,M,43%
141,1,looser,76,174,L,91%,M,47%
146,5,perfect,82,179,L,91%,M,42%
146,3,perfect,82,179,L,92%,M,48%
147,8,tighter,90,181,L,88%,M,42%
147,5,tighter,90,181,L,91%,M,42%
151,4,looser,80,171,L,92%,XL,39%
151,0,looser,80,171,L,93%,XL,42%
151,7,looser,80,171,L,93%,XL,44%
155,1,looser,76,164,L,73%,M,65%
155,7,looser,76,164,L,73%,M,65%
160,2,perfect,83,165,L,74%,M,67%
160,8,perfect,83,165,L,68%,M,62%
160,3,perfect,83,165,L,73%,M,68%
161,3,looser,79,163,L,87%,M,53%
161,6,looser,79,163,L,76%,M,62%
161,2,looser,79,163,L,88%,M,52%
164,2,perfect,91,170,L,86%,XL,54%
164,3,perfect,91,170,L,86%,XL,54%
164,8,perfect,91,170,L,82%,XL,48%
166,9,looser,80,165,L,92%,M,47%
166,3,looser,80,165,L,92%,M,47%
166,0,looser,80,165,L,92%,M,43%
169,1,looser,77,166,L,83%,M,55%
169,8,looser,77,166,L,79%,M,51%
169,3,looser,77,166,L,83%,M,57%
171,6,looser,76,173,L,90%,M,49%
171,0,looser,76,173,L,89%,M,46%
171,5,looser,76,173,L,89%,M,44%
172,7,tighter,92,183,L,94%,XL,43%
172,6,tighter,92,183,L,94%,XL,44%
180,0,perfect,82,171,L,78%,M,56%
180,8,perfect,82,171,L,76%,M,54%
181,7,looser,81,173,L,88%,XL,49%
181,5,looser,81,173,L,88%,XL,46%
181,9,looser,81,173,L,88%,XL,51%
184,8,perfect,88,169,L,92%,XL,39%
184,7,perfect,88,169,L,95%,XL,42%
184,5,perfect,88,169,L,95%,XL,39%
188,8,perfect,87,182,L,78%,XL,52%
193,7,tighter,91,177,L,89%,M,48%
193,6,tighter,91,177,L,78%,M,60%
197,4,perfect,81,170,L,70%,M,61%
197,3,perfect,81,170,L,73%,M,67%
202,8,tighter,96,183,L,79%,XL,51%
202,0,tighter,96,183,L,82%,XL,53%
209,4,perfect,87,180,L,83%,XL,47%
209,2,perfect,87,180,L,86%,XL,55%
209,1,perfect,87,180,L,86%,XL,52%
210,7,perfect,84,171,L,88%,M,50%
210,3,perfect,84,171,L,88%,M,52%
217,6,looser,79,171,L,95%,M,43%
217,1,looser,79,171,L,71%,M,40%
217,2,looser,79,171,L,95%,XL,44%
226,1,tighter,92,178,L,93%,M,44%
226,5,tighter,92,178,L,92%,M,41%
226,4,tighter,92,178,L,92%,M,39%
228,1,looser,76,172,L,88%,M,49%
228,5,looser,76,172,L,88%,M,46%
228,8,looser,76,172,L,85%,M,45%
234,9,tighter,87,181,L,82%,M,58%
234,8,tighter,87,181,L,78%,M,52%
235,9,looser,79,171,L,95%,M,44%
235,3,looser,79,171,L,95%,M,44%
236,1,perfect,89,179,L,77%,XL,57%
236,6,perfect,89,179,L,79%,XL,61%
236,7,perfect,89,179,L,78%,XL,60%
245,9,perfect,85,179,L,93%,XL,46%
245,3,perfect,85,179,L,93%,XL,47%
248,5,looser,76,171,L,86%,M,47%
248,9,looser,76,171,L,87%,M,53%
252,4,perfect,89,173,L,87%,XL,43%
252,9,perfect,89,173,L,89%,XL,51%
254,0,tighter,89,181,L,88%,M,47%
254,1,tighter,89,181,L,89%,M,49%
255,8,perfect,88,175,L,86%,XL,44%
255,3,perfect,88,175,L,89%,XL,51%
256,2,perfect,81,174,L,82%,M,58%
256,3,perfect,81,174,L,82%,M,59%
260,5,looser,84,167,L,84%,XL,49%
260,9,looser,84,167,L,86%,XL,55%
262,7,looser,81,172,L,90%,XL,48%
262,6,looser,81,172,L,90%,XL,49%
262,4,looser,81,172,L,88%,XL,43%
263,2,tighter,92,180,L,95%,M,44%
263,6,tighter,92,180,L,84%,M,54%
263,3,tighter,92,180,L,94%,M,45%
265,3,perfect,83,176,L,91%,M,48%
265,5,perfect,83,176,L,91%,M,43%
274,8,tighter,90,183,L,90%,M,40%
274,9,tighter,90,183,L,93%,M,41%
275,8,perfect,84,171,L,84%,M,46%
275,4,perfect,84,171,L,87%,M,43%
279,2,perfect,89,176,L,84%,XL,56%
279,4,perfect,89,176,L,82%,XL,48%
281,8,tighter,87,179,L,73%,M,56%
281,3,tighter,87,179,L,78%,M,62%
283,3,perfect,83,167,L,77%,M,63%
283,7,perfect,83,167,L,77%,M,62%
286,9,perfect,85,172,L,92%,M,47%
286,5,perfect,85,172,L,92%,M,42%
286,4,perfect,85,172,L,92%,M,40%
288,8,tighter,88,175,L,69%,M,61%
288,0,tighter,88,175,L,72%,M,63%
290,7,looser,75,165,L,69%,M,67%
290,2,looser,75,165,L,71%,M,69%
292,1,looser,82,180,L,69%,XL,67%
296,2,perfect,87,172,L,95%,XL,44%
296,4,perfect,87,172,L,94%,XL,38%
296,3,perfect,87,172,L,94%,XL,45%
299,6,tighter,89,181,L,89%,M,50%
299,4,tighter,89,181,L,88%,M,43%
299,2,tighter,89,181,L,90%,M,50%
301,0,tighter,88,177,L,77%,M,58%
301,9,tighter,88,177,L,79%,M,62%
302,4,perfect,85,173,L,93%,M,39%
302,3,perfect,85,173,L,93%,M,46%
302,0,perfect,85,173,L,92%,M,42%
306,5,perfect,89,178,L,79%,XL,54%
306,9,perfect,89,178,L,81%,XL,59%
306,8,perfect,89,178,L,76%,XL,54%
312,6,tighter,93,180,L,95%,XL,44%
312,4,tighter,93,180,L,94%,XL,38%
313,7,looser,76,170,L,85%,M,53%
313,9,looser,76,170,L,85%,M,55%
315,2,looser,77,171,L,91%,M,48%
315,0,looser,77,171,L,90%,M,45%
315,9,looser,77,171,L,90%,M,49%
316,6,looser,81,174,L,87%,XL,52%
316,0,looser,81,174,L,86%,XL,49%
316,3,looser,81,174,L,87%,XL,53%
318,3,perfect,89,176,L,84%,XL,56%
318,0,perfect,89,176,L,83%,XL,52%
326,3,perfect,81,174,L,82%,M,59%
327,6,looser,79,174,L,93%,XL,45%
327,1,looser,79,174,L,93%,XL,42%
327,2,looser,79,174,L,93%,XL,46%
331,7,tighter,97,187,L,70%,XL,68%
331,0,tighter,97,187,L,68%,XL,66%
331,1,tighter,97,187,L,70%,XL,68%
333,6,looser,83,169,L,87%,XL,53%
333,3,looser,83,169,L,87%,XL,54%
333,1,looser,83,169,L,87%,XL,52%
337,9,tighter,95,177,L,93%,XL,45%
337,6,tighter,95,177,L,94%,XL,45%
339,9,perfect,83,175,L,90%,M,49%
339,2,perfect,83,175,L,91%,M,49%
343,2,perfect,87,177,L,90%,XL,50%
343,9,perfect,87,177,L,90%,XL,50%
344,3,perfect,85,181,L,91%,XL,49%
346,9,perfect,89,179,L,79%,XL,61%
346,8,perfect,89,179,L,74%,XL,56%
346,6,perfect,89,179,L,79%,XL,61%
348,6,looser,81,176,L,93%,M,45%
348,0,looser,81,176,L,82%,XL,52%
348,1,looser,81,176,L,84%,XL,54%
350,1,perfect,85,175,L,95%,M,42%
350,2,perfect,85,175,L,95%,M,44%
350,6,perfect,85,175,L,95%,M,44%
352,0,perfect,82,170,L,76%,M,58%
352,3,perfect,82,170,L,78%,M,62%
353,6,tighter,85,180,L,71%,M,69%
357,9,perfect,79,179,L,82%,M,58%
357,7,perfect,79,179,L,81%,M,57%
357,3,perfect,79,179,L,82%,M,59%
358,5,perfect,88,175,L,89%,XL,45%
358,4,perfect,88,175,L,88%,XL,43%
359,7,looser,75,169,L,78%,M,60%
359,5,looser,75,169,L,77%,M,56%
359,8,looser,75,169,L,74%,M,56%
368,3,perfect,87,176,L,91%,XL,49%
368,7,perfect,87,176,L,91%,XL,46%
369,4,tighter,87,180,L,78%,M,52%
370,1,tighter,98,177,L,86%,XL,52%
370,8,tighter,98,177,L,82%,XL,48%
370,9,tighter,98,177,L,86%,XL,54%
372,4,perfect,80,171,L,66%,M,64%
374,6,perfect,91,174,L,79%,XL,61%
374,9,perfect,91,174,L,79%,XL,61%
374,3,perfect,91,174,L,79%,XL,61%
375,4,looser,74,175,L,84%,M,47%
375,7,looser,74,175,L,85%,M,53%
375,5,looser,74,175,L,84%,M,49%
376,8,tighter,89,175,L,74%,M,56%
376,0,tighter,89,175,L,77%,M,58%
376,2,tighter,89,175,L,80%,M,61%
377,0,looser,77,170,L,88%,M,46%
377,8,looser,77,170,L,86%,M,45%
378,5,looser,82,175,L,79%,XL,54%
378,6,looser,82,175,L,81%,XL,59%
378,4,looser,82,175,L,77%,XL,53%
382,8,perfect,87,170,L,92%,M,39%
382,4,perfect,87,170,L,94%,M,37%
383,4,looser,85,170,L,70%,XL,60%
383,0,looser,85,170,L,72%,XL,62%
383,1,looser,85,170,L,74%,XL,64%
385,0,perfect,85,173,L,92%,M,42%
385,3,perfect,85,173,L,93%,M,46%
393,8,tighter,94,176,L,92%,M,39%
393,5,tighter,94,176,L,94%,M,39%
394,1,looser,76,166,L,78%,M,60%
394,6,looser,76,166,L,78%,M,62%
395,4,looser,78,172,L,94%,M,38%
395,3,looser,78,172,L,94%,M,45%
396,5,looser,83,175,L,73%,XL,60%
396,4,looser,83,175,L,71%,XL,59%
399,1,perfect,86,170,L,93%,M,45%
399,8,perfect,86,170,L,89%,M,41%
399,9,perfect,86,170,L,92%,M,42%
409,2,tighter,91,180,L,93%,M,46%
409,0,tighter,91,180,L,92%,M,43%
409,7,tighter,91,180,L,93%,M,45%
411,0,perfect,88,174,L,90%,XL,45%
411,3,perfect,88,174,L,91%,XL,49%
411,4,perfect,88,174,L,89%,XL,42%
417,6,perfect,85,169,L,89%,M,50%
417,1,perfect,85,169,L,88%,M,46%
417,0,perfect,85,169,L,88%,M,47%
418,2,tighter,91,177,L,90%,M,50%
418,5,tighter,91,177,L,89%,M,45%
418,3,tighter,91,177,L,89%,M,51%
419,3,tighter,88,174,L,72%,M,68%
419,0,tighter,88,174,L,70%,M,65%
419,1,tighter,88,174,L,71%,M,67%
421,8,perfect,85,177,L,92%,XL,39%
421,6,perfect,85,177,L,86%,M,52%
421,0,perfect,85,177,L,94%,XL,41%
422,8,perfect,89,180,L,72%,XL,58%
422,9,perfect,89,180,L,74%,XL,59%
422,0,perfect,89,180,L,75%,XL,60%
428,1,perfect,85,175,L,95%,M,42%
428,4,perfect,85,175,L,94%,M,37%
428,8,perfect,85,175,L,92%,M,39%
433,8,perfect,84,175,L,90%,M,41%
433,2,perfect,84,175,L,93%,M,46%
434,8,looser,78,165,L,82%,M,48%
435,0,looser,82,167,L,92%,XL,43%
435,6,looser,82,167,L,93%,XL,46%
441,5,looser,79,170,L,94%,M,40%
441,9,looser,79,170,L,94%,M,44%
441,4,looser,79,170,L,94%,M,37%
442,8,perfect,88,179,L,79%,XL,51%
442,9,perfect,88,179,L,83%,XL,57%
442,0,perfect,88,179,L,82%,XL,53%
445,1,looser,76,172,L,88%,M,49%
445,6,looser,76,172,L,89%,M,51%
450,3,perfect,87,175,L,92%,XL,47%
450,5,perfect,87,175,L,92%,XL,42%
450,2,perfect,87,175,L,92%,XL,47%
451,8,looser,79,176,L,88%,XL,43%
451,5,looser,79,176,L,91%,XL,43%
451,4,looser,79,176,L,90%,XL,41%
453,0,perfect,79,175,L,71%,M,64%
453,8,perfect,79,175,L,68%,M,61%
453,1,perfect,79,175,L,73%,M,65%
454,8,perfect,86,173,L,92%,M,39%
454,1,perfect,86,173,L,95%,M,40%
454,2,perfect,86,173,L,95%,M,44%
455,9,looser,75,167,L,75%,M,66%
455,0,looser,75,167,L,72%,M,62%
455,4,looser,75,167,L,71%,M,59%
460,0,tighter,96,186,L,75%,XL,59%
460,8,tighter,96,186,L,73%,XL,57%
460,7,tighter,96,186,L,77%,XL,61%
466,6,tighter,91,180,L,93%,M,46%
466,1,tighter,91,180,L,93%,M,45%
466,0,tighter,91,180,L,92%,M,43%
470,8,looser,75,165,L,65%,M,63%
470,2,looser,75,165,L,71%,M,69%
472,3,perfect,83,174,L,89%,M,51%
472,6,perfect,83,174,L,89%,M,50%
472,7,perfect,83,174,L,89%,M,49%
473,2,tighter,87,175,L,70%,M,68%
475,8,perfect,86,175,L,91%,XL,40%
475,3,perfect,86,175,L,94%,XL,45%
475,9,perfect,86,175,L,94%,XL,45%
476,4,looser,79,169,L,93%,M,38%
476,3,looser,79,169,L,94%,M,46%
477,4,perfect,79,174,L,67%,M,63%
477,1,perfect,79,174,L,70%,M,68%
477,2,perfect,79,174,L,72%,M,68%
487,7,perfect,88,180,L,81%,XL,57%
487,5,perfect,88,180,L,80%,XL,53%
487,8,perfect,88,180,L,77%,XL,53%
494,5,perfect,79,176,L,73%,M,60%
494,3,perfect,79,176,L,76%,M,65%
494,9,perfect,79,176,L,76%,M,64%
495,5,perfect,87,176,L,90%,XL,43%
496,7,tighter,87,185,L,89%,M,49%
496,9,tighter,87,185,L,88%,M,51%
496,1,tighter,87,185,L,89%,M,49%
499,8,tighter,94,180,L,90%,XL,41%
499,2,tighter,94,180,L,93%,XL,46%
499,9,tighter,94,180,L,93%,XL,46%
500,3,tighter,90,183,L,93%,M,46%
500,5,tighter,90,183,L,93%,M,41%
500,6,tighter,90,183,L,94%,M,45%
502,4,looser,82,171,L,86%,XL,45%
502,9,looser,82,171,L,87%,XL,52%
502,7,looser,82,171,L,88%,XL,50%
504,4,tighter,87,179,L,76%,M,55%
504,8,tighter,87,179,L,73%,M,56%
504,3,tighter,87,179,L,78%,M,62%
507,9,perfect,89,182,L,72%,XL,68%
507,5,perfect,89,182,L,69%,XL,64%
509,9,looser,78,173,L,94%,M,44%
509,4,looser,78,173,L,94%,M,37%
509,6,looser,78,173,L,95%,M,44%
510,4,looser,76,167,L,78%,M,52%
510,8,looser,76,167,L,75%,M,54%
510,6,looser,76,167,L,80%,M,60%
511,6,perfect,92,181,L,96%,M,40%
514,3,tighter,91,179,L,92%,M,48%
514,1,tighter,91,179,L,92%,M,46%
514,2,tighter,91,179,L,92%,M,47%
515,5,tighter,84,182,L,67%,M,65%
515,2,tighter,84,182,L,71%,M,69%
519,6,looser,80,173,L,92%,XL,47%
519,4,looser,80,173,L,90%,XL,41%
520,9,perfect,84,176,L,93%,M,45%
520,6,perfect,84,176,L,94%,M,45%
520,3,perfect,84,176,L,94%,M,46%
522,2,perfect,90,178,L,76%,XL,65%
522,9,perfect,90,178,L,73%,XL,60%
523,0,perfect,87,175,L,91%,XL,43%
523,8,perfect,87,175,L,89%,XL,42%
523,3,perfect,87,175,L,92%,XL,47%
525,5,tighter,86,178,L,68%,M,65%
525,1,tighter,86,178,L,69%,M,66%
528,1,looser,77,175,L,94%,M,43%
528,9,looser,77,175,L,94%,M,45%
531,0,looser,80,174,L,90%,XL,45%
531,9,looser,80,174,L,90%,XL,49%
531,5,looser,80,174,L,90%,XL,43%
535,4,tighter,93,190,L,79%,XL,51%
535,6,tighter,93,190,L,83%,XL,57%
535,7,tighter,93,190,L,82%,XL,56%
536,8,tighter,85,180,L,66%,M,64%
536,1,tighter,85,180,L,70%,M,68%
540,6,looser,80,170,L,94%,XL,44%
540,9,looser,80,170,L,94%,XL,45%
543,5,looser,73,174,L,76%,M,57%
543,2,looser,73,174,L,79%,M,61%
544,5,tighter,95,183,L,86%,XL,47%
544,9,tighter,95,183,L,87%,XL,53%
544,2,tighter,95,183,L,87%,XL,54%
545,8,perfect,92,173,L,71%,XL,59%
545,2,perfect,92,173,L,76%,XL,65%
545,1,perfect,92,173,L,76%,XL,63%
547,2,tighter,87,175,L,70%,M,68%
549,6,looser,82,171,L,88%,XL,52%
549,1,looser,82,171,L,88%,XL,50%
556,3,perfect,88,178,L,85%,XL,55%
556,1,perfect,88,178,L,85%,XL,53%
556,8,perfect,88,178,L,81%,XL,49%
557,7,tighter,94,182,L,91%,XL,47%
557,4,tighter,94,182,L,90%,XL,41%
557,5,tighter,94,182,L,90%,XL,43%
561,4,looser,83,173,L,76%,XL,54%
561,6,looser,83,173,L,80%,XL,60%
562,2,tighter,86,181,L,79%,M,62%
562,9,tighter,86,181,L,75%,M,58%
562,0,tighter,86,181,L,76%,M,59%
563,5,looser,79,170,L,94%,M,40%
563,8,looser,79,170,L,92%,M,39%
570,4,tighter,90,184,L,94%,M,38%
570,8,tighter,90,184,L,91%,M,40%
570,7,tighter,90,184,L,94%,M,43%
571,3,tighter,87,179,L,78%,M,62%
571,0,tighter,87,179,L,76%,M,58%
573,3,looser,79,181,L,84%,XL,56%
573,0,looser,79,181,L,83%,XL,52%
573,2,looser,79,181,L,84%,XL,56%
574,8,tighter,94,182,L,87%,XL,43%
574,5,tighter,94,182,L,90%,XL,43%
574,7,tighter,94,182,L,91%,XL,47%
581,9,tighter,86,180,L,76%,M,64%
581,5,tighter,86,180,L,73%,M,60%
583,0,looser,82,177,L,75%,XL,60%
585,8,perfect,87,177,L,86%,XL,44%
585,5,perfect,87,177,L,89%,XL,44%
586,2,perfect,83,177,L,93%,M,46%
587,0,perfect,87,180,L,84%,XL,50%
587,3,perfect,87,180,L,86%,XL,55%
588,1,looser,78,179,L,91%,XL,47%
588,4,looser,78,179,L,90%,XL,41%
596,3,looser,78,166,L,88%,M,53%
596,0,looser,78,166,L,86%,M,48%
597,1,looser,78,166,L,87%,M,50%
597,0,looser,78,166,L,86%,M,48%
601,3,perfect,82,178,L,91%,M,49%
601,8,perfect,82,178,L,87%,M,43%
605,1,tighter,91,178,L,91%,M,47%
605,2,tighter,91,178,L,91%,M,48%
608,4,tighter,93,177,L,93%,M,38%
613,4,looser,81,168,L,93%,XL,39%
613,3,looser,81,168,L,94%,XL,46%
614,0,tighter,91,175,L,85%,M,49%
614,5,tighter,91,175,L,86%,M,48%
616,5,perfect,82,178,L,90%,M,43%
616,4,perfect,82,178,L,90%,M,41%
619,4,tighter,88,175,L,71%,M,59%
619,1,tighter,88,175,L,72%,M,62%
620,9,tighter,93,187,L,87%,XL,53%
620,0,tighter,93,187,L,86%,XL,48%
622,8,perfect,83,173,L,84%,M,46%
622,5,perfect,83,173,L,87%,M,46%
623,9,perfect,89,178,L,81%,XL,59%
625,2,tighter,89,182,L,91%,M,49%
625,7,tighter,89,182,L,90%,M,47%
628,6,tighter,90,178,L,88%,M,51%
628,7,tighter,90,178,L,88%,M,50%
631,4,perfect,88,173,L,90%,XL,41%
631,9,perfect,88,173,L,92%,XL,48%
637,7,looser,73,171,L,71%,M,67%
637,2,looser,73,171,L,73%,M,68%
638,4,tighter,92,185,L,91%,XL,40%
638,0,tighter,92,185,L,92%,XL,43%
640,3,tighter,94,187,L,84%,XL,57%
640,1,tighter,94,187,L,84%,XL,54%
641,2,tighter,94,179,L,94%,XL,45%
641,4,tighter,94,179,L,93%,XL,39%
644,5,tighter,95,178,L,92%,XL,41%
644,7,tighter,95,178,L,82%,XL,45%
647,0,tighter,86,181,L,76%,M,59%
652,9,tighter,98,179,L,83%,XL,57%
652,2,tighter,98,179,L,83%,XL,58%
653,4,looser,77,170,L,88%,M,42%
653,7,looser,77,170,L,89%,M,48%
657,7,looser,83,173,L,79%,XL,59%
658,4,perfect,79,174,L,67%,M,63%
658,7,perfect,79,174,L,70%,M,68%
659,3,looser,84,172,L,76%,XL,64%
659,5,looser,84,172,L,74%,XL,60%
671,0,looser,79,176,L,90%,XL,44%
671,3,looser,79,176,L,91%,XL,48%
675,8,tighter,89,180,L,84%,M,46%
680,3,perfect,91,177,L,73%,XL,68%
680,9,perfect,91,177,L,73%,XL,67%
681,6,looser,81,174,L,87%,XL,52%
681,0,looser,81,174,L,86%,XL,49%
685,3,perfect,87,173,L,94%,XL,45%
685,0,perfect,87,173,L,93%,XL,41%
686,7,tighter,90,184,L,94%,M,43%
687,2,tighter,87,179,L,79%,M,61%
687,8,tighter,87,179,L,73%,M,56%
689,0,perfect,87,175,L,91%,XL,43%
689,8,perfect,87,175,L,89%,XL,42%
690,3,perfect,88,175,L,89%,XL,51%
692,7,tighter,93,181,L,94%,XL,43%
692,2,tighter,93,181,L,94%,XL,45%
694,2,tighter,97,181,L,83%,XL,58%
694,0,tighter,97,181,L,81%,XL,53%
695,8,perfect,85,178,L,91%,XL,40%
695,2,perfect,85,178,L,94%,XL,45%
696,0,tighter,92,179,L,93%,M,42%
696,4,tighter,92,179,L,93%,M,38%
703,4,perfect,88,178,L,83%,XL,48%
710,6,looser,82,176,L,79%,XL,61%
710,0,looser,82,176,L,77%,XL,58%
714,4,perfect,88,180,L,78%,XL,52%
714,8,perfect,88,180,L,77%,XL,53%
715,8,perfect,81,177,L,82%,M,48%
715,7,perfect,81,177,L,86%,M,52%
716,2,looser,78,168,L,91%,M,49%
716,4,looser,78,168,L,89%,M,42%
719,9,tighter,86,179,L,74%,M,67%
719,2,tighter,86,179,L,75%,M,66%
722,9,looser,84,174,L,72%,XL,68%
722,0,looser,84,174,L,69%,XL,66%
723,4,tighter,91,181,L,93%,M,38%
723,0,tighter,91,181,L,93%,M,42%
726,8,perfect,87,179,L,83%,XL,47%
726,1,perfect,87,179,L,87%,XL,51%
728,0,looser,83,161,L,94%,XL,40%
732,5,perfect,87,170,L,94%,M,39%
732,0,perfect,87,170,L,94%,M,41%
733,9,perfect,83,172,L,86%,M,54%
734,1,perfect,80,174,L,76%,M,62%
736,3,perfect,88,179,L,83%,XL,57%
736,8,perfect,88,179,L,79%,XL,51%
738,8,looser,75,165,L,65%,M,63%
738,6,looser,75,165,L,70%,M,68%
739,8,perfect,83,177,L,89%,M,41%
739,3,perfect,83,177,L,92%,M,47%
745,9,perfect,90,176,L,80%,XL,60%
745,8,perfect,90,176,L,75%,XL,55%
747,8,tighter,90,180,L,87%,M,43%
747,1,tighter,90,180,L,90%,M,47%
750,3,looser,82,172,L,86%,XL,55%
750,6,looser,82,172,L,86%,XL,54%
751,2,perfect,89,179,L,79%,XL,62%
751,5,perfect,89,179,L,77%,XL,57%
753,7,perfect,87,181,L,84%,XL,54%
753,6,perfect,87,181,L,84%,XL,56%
754,3,perfect,91,177,L,73%,XL,68%
754,5,perfect,91,177,L,70%,XL,63%
762,8,tighter,90,177,L,82%,M,48%
765,6,perfect,85,174,L,94%,M,44%
767,7,looser,77,171,L,91%,M,47%
767,9,looser,77,171,L,90%,M,49%
768,7,looser,83,173,L,79%,XL,59%
768,9,looser,83,173,L,79%,XL,61%
769,9,tighter,91,176,L,88%,M,52%
770,9,looser,81,166,L,95%,XL,44%
770,6,looser,81,166,L,85%,M,53%
