user_id,product_id,fit_preferences,weight,height,size_1,percentage_1,size_2,percentage_21,7,perfect,108,187,XXL,81%,XL,56%
185,2,perfect,90,182,XL,73%,L,68%
186,3,perfect,76,173,M,86%,L,55%
187,6,looser,90,177,XL,91%,L,48%
189,5,tighter,80,167,M,95%,S,39%
190,0,tighter,70,170,S,70%,M,65%
191,6,perfect,105,194,XL,81%,L,31%
192,7,perfect,103,184,XL,81%,XXL,56%
193,7,tighter,91,177,L,89%,M,48%
194,9,looser,98,184,XXL,78%,XL,62%
195,8,perfect,100,184,XL,89%,XXL,42%
196,6,perfect,93,183,XL,83%,L,57%
197,4,perfect,81,170,L,70%,M,61%
198,8,tighter,104,192,XL,95%,L,37%
199,2,perfect,76,168,M,92%,L,47%
200,6,looser,84,180,XL,77%,L,63%
201,4,looser,88,180,XL,88%,L,43%
202,8,tighter,96,183,L,79%,XL,51%
203,9,perfect,100,190,XL,84%,XXL,56%
204,3,perfect,71,163,M,90%,S,50%
205,7,tighter,74,164,M,71%,S,67%
206,4,perfect,72,161,M,89%,S,42%
207,0,tighter,79,172,M,96%,S,39%
208,8,perfect,78,167,M,83%,L,47%
209,4,perfect,87,180,L,83%,XL,47%
210,7,perfect,84,171,L,88%,M,50%
211,2,perfect,78,174,M,74%,L,67%
212,8,looser,87,178,XL,87%,L,43%
213,7,looser,93,183,XL,96%,L,40%
214,1,perfect,92,179,XL,74%,L,64%
215,7,perfect,77,167,M,90%,L,47%
216,7,perfect,104,189,XL,92%,L,36%
217,6,looser,79,171,L,95%,M,43%
218,9,perfect,79,170,M,78%,L,62%
219,1,looser,95,182,XL,95%,L,36%
220,0,looser,75,164,M,70%,L,65%
221,0,looser,88,173,XL,86%,L,48%
222,3,perfect,74,169,M,95%,L,44%
223,3,perfect,79,169,M,80%,L,61%
224,8,perfect,78,172,M,74%,L,56%
225,9,tighter,87,175,M,71%,L,69%
226,1,tighter,92,178,L,93%,M,44%
227,8,looser,71,164,M,87%,L,43%
228,1,looser,76,172,L,88%,M,49%
229,3,looser,61,161,S,71%,M,69%
230,5,looser,98,182,XL,89%,L,32%
231,6,perfect,70,169,M,93%,S,45%
232,1,looser,90,182,XL,93%,L,44%
233,9,perfect,106,193,XXL,82%,XL,51%
234,9,tighter,87,181,L,82%,M,58%
235,9,looser,79,171,L,95%,M,44%
236,1,perfect,89,179,L,77%,XL,57%
237,6,tighter,83,177,M,85%,L,55%
238,5,tighter,79,172,M,96%,S,37%
239,0,perfect,97,188,XL,94%,XXL,40%
240,9,looser,84,175,XL,71%,L,69%
241,4,tighter,77,169,M,91%,S,40%
242,6,perfect,77,169,M,88%,L,51%
243,4,perfect,75,170,M,91%,L,40%
244,4,tighter,73,175,M,87%,S,43%
245,9,perfect,85,179,L,93%,XL,46%
246,4,tighter,70,166,S,74%,M,56%
247,3,tighter,77,165,M,87%,S,54%
248,5,looser,76,171,L,86%,M,47%
249,6,tighter,104,187,XL,88%,L,51%
251,7,tighter,77,172,M,94%,S,43%
252,4,perfect,89,173,L,87%,XL,43%
253,4,perfect,75,167,M,94%,L,38%
255,8,perfect,88,175,L,86%,XL,44%
256,2,perfect,81,174,L,82%,M,58%
257,7,looser,85,180,XL,80%,L,58%
258,0,perfect,71,161,M,86%,S,49%
259,2,perfect,94,180,XL,83%,L,58%
260,5,looser,84,167,L,84%,XL,49%
261,0,perfect,70,165,M,88%,S,47%
262,7,looser,81,172,L,90%,XL,48%
263,2,tighter,92,180,L,95%,M,44%
264,5,perfect,104,188,XL,92%,L,34%
265,3,perfect,83,176,L,91%,M,48%
266,9,tighter,81,164,M,95%,S,44%
267,3,looser,89,173,XL,91%,L,49%
268,1,looser,91,180,XL,94%,L,43%
269,3,tighter,72,156,S,85%,M,56%
270,9,tighter,85,173,M,84%,L,56%
271,6,looser,90,183,XL,94%,L,44%
272,0,looser,99,184,XXL,80%,XL,55%
273,0,looser,96,180,XL,76%,XXL,59%
274,8,tighter,90,183,L,90%,M,40%
276,0,looser,88,183,XL,96%,L,39%
278,5,perfect,75,168,M,94%,L,40%
279,2,perfect,89,176,L,84%,XL,56%
280,5,tighter,80,175,M,94%,L,40%
281,8,tighter,87,179,L,73%,M,56%
282,1,looser,88,174,XL,83%,L,55%
283,3,perfect,83,167,L,77%,M,63%
284,5,looser,69,168,M,92%,L,42%
285,2,perfect,72,169,M,96%,S,42%
286,9,perfect,85,172,L,92%,M,47%
287,8,tighter,77,179,M,93%,L,38%
288,8,tighter,88,175,L,69%,M,61%
289,1,looser,97,179,XL,94%,L,38%
291,4,perfect,107,189,XL,77%,L,27%
292,1,looser,82,180,L,69%,XL,67%
293,6,looser,89,176,XL,88%,L,52%
294,9,tighter,86,177,M,71%,L,69%
295,2,tighter,76,163,M,80%,S,61%
296,2,perfect,87,172,L,95%,XL,44%
297,8,tighter,82,171,M,91%,L,40%
298,4,looser,94,189,XL,92%,L,32%
299,6,tighter,89,181,L,89%,M,50%
300,9,tighter,77,170,M,92%,S,42%
301,0,tighter,88,177,L,77%,M,58%
302,4,perfect,85,173,L,93%,M,39%
303,3,tighter,83,172,M,91%,L,49%
304,5,tighter,80,173,M,95%,L,38%
305,4,tighter,71,165,S,72%,M,58%
306,5,perfect,89,178,L,79%,XL,54%
307,8,perfect,97,180,XL,92%,L,39%
308,0,tighter,84,173,M,86%,L,49%
309,4,perfect,79,166,M,83%,L,48%
310,7,tighter,83,171,M,92%,L,45%
311,0,looser,100,188,XXL,87%,XL,48%
312,6,tighter,93,180,L,95%,XL,44%
313,7,looser,76,170,L,85%,M,53%
315,2,looser,77,171,L,91%,M,48%
316,6,looser,81,174,L,87%,XL,52%
317,7,looser,91,182,XL,94%,L,42%
318,3,perfect,89,176,L,84%,XL,56%
320,1,perfect,98,176,XL,88%,L,50%
321,3,looser,95,179,XL,85%,XXL,56%
322,8,perfect,90,182,XL,68%,L,62%
323,9,looser,93,176,XL,94%,XXL,45%
324,4,looser,72,165,M,84%,L,47%
325,3,perfect,93,180,XL,84%,L,57%
326,3,perfect,81,174,L,82%,M,59%
327,6,looser,79,174,L,93%,XL,45%
328,2,looser,87,176,XL,83%,L,58%
329,9,tighter,73,167,M,74%,S,66%
330,6,perfect,77,174,M,80%,L,60%
331,7,tighter,97,187,L,70%,XL,68%
332,1,looser,94,180,XL,96%,L,40%
333,6,looser,83,169,L,87%,XL,53%
334,7,looser,84,182,XL,79%,L,59%
335,9,looser,84,177,XL,75%,L,65%
336,4,tighter,80,169,M,96%,S,36%
337,9,tighter,95,177,L,93%,XL,45%
338,6,looser,88,178,XL,87%,L,52%
339,9,perfect,83,175,L,90%,M,49%
340,9,tighter,74,164,M,72%,S,68%
341,5,tighter,84,180,M,71%,L,62%
342,7,tighter,72,163,S,76%,M,63%
343,2,perfect,87,177,L,90%,XL,50%
344,3,perfect,85,181,L,91%,XL,49%
345,1,looser,93,173,XL,93%,L,44%
346,9,perfect,89,179,L,79%,XL,61%
347,5,perfect,94,181,XL,82%,L,52%
348,6,looser,81,176,L,93%,M,45%
349,4,looser,88,182,XL,89%,L,41%
350,1,perfect,85,175,L,95%,M,42%
351,3,tighter,74,168,M,81%,S,60%
352,0,perfect,82,170,L,76%,M,58%
353,6,tighter,85,180,L,71%,M,69%
354,9,tighter,85,175,M,80%,L,60%
355,2,perfect,76,171,M,89%,L,52%
356,9,perfect,97,185,XL,96%,XXL,42%
357,9,perfect,79,179,L,82%,M,58%
358,5,perfect,88,175,L,89%,XL,45%
359,7,looser,75,169,L,78%,M,60%
360,4,tighter,80,175,M,93%,L,38%
361,0,looser,99,185,XXL,81%,XL,54%
362,8,tighter,73,171,M,77%,S,52%
363,7,tighter,70,164,S,80%,M,58%
364,7,tighter,82,172,M,93%,L,44%
365,2,tighter,76,171,M,92%,S,47%
366,8,tighter,75,168,M,80%,S,50%
368,3,perfect,87,176,L,91%,XL,49%
369,4,tighter,87,180,L,78%,M,52%
370,1,tighter,98,177,L,86%,XL,52%
371,0,perfect,92,182,XL,81%,L,53%
372,1,perfect,80,171,M,2%,L,3%
373,9,tighter,81,173,M,94%,L,45%
374,6,perfect,91,174,L,79%,XL,61%
375,4,looser,74,175,L,84%,M,47%
376,8,tighter,89,175,L,74%,M,56%
377,0,looser,77,170,L,88%,M,46%
378,5,looser,82,175,L,79%,XL,54%
379,2,tighter,62,167,S,93%,M,46%
381,3,tighter,73,168,M,76%,S,64%
382,8,perfect,87,170,L,92%,M,39%
383,4,looser,85,170,L,70%,XL,60%
384,9,tighter,82,180,M,83%,L,57%
385,0,perfect,85,173,L,92%,M,42%
386,4,tighter,84,171,M,88%,L,43%
387,7,perfect,101,192,XL,95%,L,38%
388,8,looser,89,179,XL,93%,L,38%
389,3,looser,85,174,XL,75%,L,66%
390,9,perfect,79,173,M,71%,L,69%
391,3,perfect,79,165,M,87%,L,54%
392,3,tighter,78,166,M,91%,S,49%
393,8,tighter,94,176,L,92%,M,39%
394,1,looser,76,166,L,78%,M,60%
395,4,looser,78,172,L,94%,M,38%
396,5,looser,83,175,L,73%,XL,60%
397,5,tighter,87,172,M,75%,L,58%
398,6,tighter,67,157,S,93%,M,46%
399,1,perfect,86,170,L,93%,M,45%
400,8,tighter,80,171,M,94%,L,37%
401,4,looser,91,177,XL,91%,L,40%
402,9,looser,73,165,M,79%,L,54%
403,4,looser,97,182,XL,91%,L,32%
404,0,tighter,82,168,M,95%,L,39%
405,1,tighter,74,167,M,78%,S,60%
406,7,looser,92,185,XL,96%,L,40%
407,2,looser,85,180,XL,81%,L,59%
408,9,looser,98,181,XXL,74%,XL,66%
409,2,tighter,91,180,L,93%,M,46%
410,1,perfect,62,157,S,90%,M,48%
411,0,perfect,88,174,L,90%,XL,45%
412,3,perfect,80,171,M,70%,L,68%
413,7,perfect,73,171,M,95%,L,42%
414,4,perfect,75,167,M,94%,L,38%
415,4,tighter,85,174,M,79%,L,52%
416,8,looser,87,176,XL,84%,L,46%
417,6,perfect,85,169,L,89%,M,50%
418,2,tighter,91,177,L,90%,M,50%
419,3,tighter,88,174,L,72%,M,68%
420,7,perfect,94,181,XL,83%,L,55%
421,8,perfect,85,177,L,92%,XL,39%
422,8,perfect,89,180,L,72%,XL,58%
423,6,tighter,84,172,M,89%,L,51%
424,8,tighter,84,179,M,71%,L,59%
425,3,tighter,79,181,M,91%,L,49%
426,4,looser,94,185,XL,94%,L,34%
427,5,perfect,61,154,S,93%,M,41%
428,1,perfect,85,175,L,95%,M,42%
429,0,tighter,86,176,M,71%,L,64%
430,3,tighter,83,172,M,91%,L,49%
431,8,looser,104,193,XXL,94%,XL,37%
437,3,looser,96,185,XXL,72%,XL,68%
438,3,perfect,78,174,M,74%,L,66%
439,4,tighter,76,174,M,94%,S,38%
440,9,perfect,65,161,S,78%,M,62%
441,5,looser,79,170,L,94%,M,40%
442,8,perfect,88,179,L,79%,XL,51%
443,8,tighter,100,186,XL,77%,L,53%
445,1,looser,76,172,L,88%,M,49%
446,1,perfect,97,181,XL,90%,L,48%
447,2,perfect,78,170,M,82%,L,58%
449,9,tighter,72,161,S,79%,M,61%
450,3,perfect,87,175,L,92%,XL,47%
451,8,looser,79,176,L,88%,XL,43%
452,0,perfect,92,179,XL,75%,L,60%
453,0,perfect,79,175,L,71%,M,64%
454,8,perfect,86,173,L,92%,M,39%
455,9,looser,75,167,L,75%,M,66%
456,8,tighter,84,176,M,78%,L,52%
457,8,looser,84,175,XL,66%,L,64%
458,0,perfect,93,186,XL,91%,L,44%
459,5,looser,72,167,M,81%,L,52%
460,0,tighter,96,186,L,75%,XL,59%
461,3,perfect,92,176,XL,71%,L,69%
462,9,tighter,82,169,M,95%,L,43%
463,1,looser,94,185,XL,95%,L,38%
464,7,looser,93,173,XL,93%,L,44%
465,0,looser,94,182,XL,82%,XXL,52%
466,6,tighter,91,180,L,93%,M,46%
467,3,tighter,87,170,M,81%,L,59%
468,4,looser,85,173,XL,67%,L,63%
469,3,looser,89,181,XL,96%,L,42%
470,8,looser,75,165,L,65%,M,63%
471,8,tighter,80,169,M,94%,S,37%
472,3,perfect,83,174,L,89%,M,51%
473,8,tighter,87,175,M,65%,L,63%
474,0,looser,102,181,XXL,85%,XL,49%
475,8,perfect,86,175,L,91%,XL,40%
476,4,looser,79,169,L,93%,M,38%
477,4,perfect,79,174,L,67%,M,63%
478,9,perfect,79,171,M,75%,L,65%
479,2,looser,90,181,XL,93%,L,46%
481,1,tighter,83,177,M,84%,L,54%
482,2,tighter,84,177,M,80%,L,60%
483,3,looser,85,183,XL,90%,L,50%
484,1,tighter,74,166,M,76%,S,62%
485,9,tighter,76,168,M,88%,S,52%
486,8,perfect,95,177,XL,83%,L,47%
487,7,perfect,88,180,L,81%,XL,57%
488,4,looser,91,177,XL,91%,L,40%
489,9,looser,90,181,XL,96%,XXL,43%
490,4,tighter,71,164,S,74%,M,56%
491,4,perfect,78,174,M,69%,L,61%
492,9,tighter,82,173,M,92%,L,47%
493,9,tighter,84,175,M,84%,L,56%
494,5,perfect,79,176,L,73%,M,60%
495,5,perfect,87,176,L,90%,XL,43%
496,7,tighter,87,185,L,89%,M,49%
497,5,tighter,65,157,S,94%,M,39%
498,7,tighter,86,174,M,77%,L,61%
499,8,tighter,94,180,L,90%,XL,41%
500,3,tighter,90,183,L,93%,M,46%
501,6,perfect,93,183,XL,83%,L,57%
502,4,looser,82,171,L,86%,XL,45%
503,1,perfect,74,172,M,93%,L,45%
504,4,tighter,87,179,L,76%,M,55%
505,8,tighter,80,166,M,92%,S,39%
506,3,looser,92,178,XL,95%,XXL,44%
507,9,perfect,89,182,L,72%,XL,68%
508,9,looser,86,173,XL,78%,L,62%
509,9,looser,78,173,L,94%,M,44%
510,4,looser,76,167,L,78%,M,52%
511,9,perfect,92,181,XL,81%,L,59%
512,7,perfect,88,186,XL,70%,L,68%
513,7,looser,93,180,XL,95%,L,41%
514,3,tighter,91,179,L,92%,M,48%
515,5,tighter,84,182,L,67%,M,65%
516,4,tighter,73,160,S,73%,M,57%
517,0,tighter,82,172,M,93%,L,42%
518,1,looser,70,167,M,90%,L,47%
519,6,looser,80,173,L,92%,XL,47%
520,9,perfect,84,176,L,93%,M,45%
521,2,perfect,77,174,M,79%,L,61%
522,2,perfect,90,178,L,76%,XL,65%
523,0,perfect,87,175,L,91%,XL,43%
524,1,perfect,69,163,M,82%,S,56%
525,5,tighter,86,178,L,68%,M,65%
526,2,perfect,71,174,M,96%,L,42%
527,6,tighter,79,176,M,95%,L,43%
528,1,looser,77,175,L,94%,M,43%
529,6,tighter,81,170,M,96%,L,42%
530,1,tighter,77,167,M,89%,S,48%
531,0,looser,80,174,L,90%,XL,45%
532,0,looser,84,175,XL,68%,L,66%
533,8,tighter,81,176,M,88%,L,42%
534,3,looser,96,184,XXL,71%,XL,69%
535,4,tighter,93,190,L,79%,XL,51%
536,6,tighter,85,180,M,76%,L,62%
537,7,tighter,97,188,XL,70%,L,68%
538,4,tighter,70,163,S,79%,M,52%
539,4,perfect,92,181,XL,74%,L,56%
540,6,looser,80,170,L,94%,XL,44%
541,2,perfect,102,188,XL,95%,L,40%
543,5,looser,73,174,L,76%,M,57%
544,5,tighter,95,183,L,86%,XL,47%
545,8,perfect,92,173,L,71%,XL,59%
546,1,tighter,75,165,M,78%,S,60%
547,2,tighter,87,175,L,70%,M,68%
549,6,looser,82,171,L,88%,XL,52%
550,5,tighter,85,176,M,76%,L,58%
551,0,perfect,72,161,M,89%,S,45%
552,5,looser,58,154,S,88%,M,45%
553,6,looser,88,179,XL,88%,L,51%
554,4,tighter,84,171,M,88%,L,43%
555,9,perfect,102,189,XL,77%,XXL,63%
556,3,perfect,88,178,L,85%,XL,55%
557,7,tighter,94,182,L,91%,XL,47%
558,2,perfect,94,188,XL,90%,L,49%
559,2,perfect,99,179,XL,92%,L,47%
560,5,perfect,76,164,M,95%,L,39%
562,2,tighter,86,181,L,79%,M,62%
563,5,looser,79,170,L,94%,M,40%
564,6,looser,89,179,XL,90%,L,49%
565,9,perfect,75,165,M,96%,L,43%
566,0,tighter,55,156,S,85%,M,31%
567,8,perfect,72,158,M,82%,S,48%
568,1,tighter,88,172,M,72%,L,67%
569,2,perfect,72,176,M,93%,L,46%
570,4,tighter,90,184,L,94%,M,38%
571,3,tighter,87,179,L,78%,M,62%
572,0,perfect,73,169,M,96%,L,39%
573,3,looser,79,181,L,84%,XL,56%
574,8,tighter,94,182,L,87%,XL,43%
575,3,looser,92,185,XL,88%,XXL,53%
576,4,looser,94,174,XL,94%,L,37%
577,1,perfect,76,167,M,93%,L,44%
578,0,tighter,100,187,XL,82%,L,53%
579,2,tighter,86,175,M,75%,L,65%
580,8,tighter,77,176,M,94%,S,37%
581,9,tighter,86,180,L,76%,M,64%
582,0,looser,70,161,M,95%,L,40%
583,0,looser,82,177,L,75%,XL,60%
584,6,perfect,68,165,M,82%,S,58%
585,8,perfect,87,177,L,86%,XL,44%
586,2,perfect,83,177,L,93%,M,46%
587,0,perfect,87,180,L,84%,XL,50%
588,1,looser,78,179,L,91%,XL,47%
589,3,looser,74,166,M,74%,L,67%
590,3,looser,73,170,M,71%,L,69%
591,2,perfect,78,167,M,87%,L,53%
592,3,perfect,95,187,XL,96%,L,43%
593,6,tighter,77,172,M,94%,S,44%
594,5,perfect,77,166,M,91%,L,42%
595,6,looser,88,180,XL,89%,L,50%
596,3,looser,78,166,L,88%,M,53%
597,1,looser,78,166,L,87%,M,50%
598,0,perfect,63,157,S,87%,M,48%
599,7,looser,97,187,XL,86%,L,33%
600,1,looser,97,183,XL,92%,L,36%
601,3,perfect,82,178,L,91%,M,49%
602,6,tighter,75,170,M,88%,S,52%
603,5,tighter,68,167,S,80%,M,53%
604,7,tighter,83,170,M,93%,L,44%
605,1,tighter,91,178,L,91%,M,47%
606,4,tighter,100,190,XL,80%,L,50%
607,0,perfect,66,163,S,70%,M,65%
608,4,tighter,93,177,L,93%,M,38%
609,4,looser,92,182,XL,95%,L,36%
610,6,looser,94,185,XL,95%,L,39%
611,9,perfect,89,186,XL,77%,L,64%
612,4,perfect,74,168,M,95%,L,37%
613,4,looser,81,168,L,93%,XL,39%
614,0,tighter,91,175,L,85%,M,49%
615,9,tighter,87,173,M,75%,L,65%
616,5,perfect,82,178,L,90%,M,43%
617,7,tighter,84,177,M,80%,L,58%
618,6,tighter,70,166,S,78%,M,62%
619,4,tighter,88,175,L,71%,M,59%
620,9,tighter,93,187,L,87%,XL,53%
621,7,tighter,71,167,S,73%,M,65%
622,8,perfect,83,173,L,84%,M,46%
623,9,perfect,89,178,L,81%,XL,59%
624,6,looser,91,183,XL,95%,L,43%
625,2,tighter,89,182,L,91%,M,49%
626,7,tighter,70,166,S,78%,M,61%
627,4,looser,75,162,M,72%,L,58%
628,6,tighter,90,178,L,88%,M,51%
629,2,perfect,78,167,M,87%,L,53%
630,8,looser,88,177,XL,89%,L,42%
631,4,perfect,88,173,L,90%,XL,41%
632,1,tighter,74,172,M,87%,S,51%
633,3,tighter,104,190,XL,96%,L,43%
634,1,looser,86,186,XL,89%,L,48%
635,1,tighter,86,176,M,71%,L,64%
636,4,perfect,70,163,M,85%,S,45%
637,7,looser,73,171,L,71%,M,67%
638,4,tighter,92,185,L,91%,XL,40%
639,8,tighter,77,169,M,88%,S,42%
640,3,tighter,94,187,L,84%,XL,57%
641,2,tighter,94,179,L,94%,XL,45%
643,0,tighter,79,167,M,93%,S,42%
644,5,tighter,95,178,L,92%,XL,41%
645,6,perfect,67,156,S,78%,M,61%
646,2,tighter,99,190,XL,80%,L,60%
647,0,tighter,86,181,L,76%,M,59%
648,8,looser,73,170,M,66%,L,64%
649,9,looser,89,180,XL,96%,L,42%
650,9,looser,98,190,XXL,85%,XL,55%
651,8,perfect,100,185,XL,88%,XXL,43%
652,9,tighter,98,179,L,83%,XL,57%
653,4,looser,77,170,L,88%,M,42%
