user_id,product_id,fit_preferences,weight,height,size_1,percentage_1,size_2,percentage_2
1054,3,tighter,76,170,M,90%,S,50%
1055,1,tighter,98,185,L,69%,XL,67%
1056,0,perfect,82,180,L,92%,M,42%
1057,1,perfect,89,182,L,72%,XL,67%
1058,8,looser,97,186,XXL,72%,XL,58%
1059,0,tighter,91,177,L,88%,M,46%
1060,5,tighter,83,179,M,79%,L,54%
1061,4,tighter,66,168,S,83%,M,47%
1062,4,tighter,86,178,L,67%,M,63%
1063,8,looser,92,180,XL,90%,XXL,41%
1065,1,perfect,95,181,XL,86%,L,53%
1066,9,tighter,88,180,L,84%,M,56%
1067,9,perfect,69,169,M,91%,S,48%
1068,9,tighter,93,184,L,91%,XL,48%
1069,0,looser,81,168,L,93%,XL,42%
1070,0,looser,73,169,M,70%,L,64%
1071,4,looser,83,169,L,84%,XL,46%
1072,3,looser,80,176,L,88%,XL,52%
1073,7,tighter,80,173,M,95%,L,42%
1074,4,tighter,72,167,S,65%,M,63%
1075,8,tighter,97,178,L,84%,XL,46%
1076,9,looser,85,175,XL,76%,L,64%
1077,8,perfect,88,180,L,77%,XL,53%
1078,3,looser,80,169,L,95%,XL,44%
1079,9,tighter,80,174,M,95%,L,44%
1080,6,tighter,83,180,M,79%,L,61%
1081,4,tighter,69,160,S,85%,M,45%
1083,5,perfect,79,172,M,70%,L,63%
1084,6,perfect,89,180,L,77%,XL,63%
1085,0,tighter,85,178,M,71%,L,63%
1086,6,perfect,74,167,M,96%,L,42%
1087,6,perfect,91,181,XL,74%,L,66%
1088,3,perfect,99,182,XL,95%,XXL,43%
1089,1,tighter,96,181,L,87%,XL,52%
1090,2,tighter,77,176,M,97%,S,42%
1091,2,perfect,86,178,L,92%,XL,48%
1092,1,perfect,90,183,XL,73%,L,66%
1094,8,perfect,77,175,M,72%,L,57%
1095,8,perfect,84,180,L,91%,XL,40%
1097,5,tighter,100,193,XL,84%,L,49%
1098,8,perfect,76,172,M,83%,L,47%
1099,3,perfect,88,176,L,88%,XL,52%
1100,3,looser,87,181,XL,93%,L,46%
1101,7,tighter,89,178,L,84%,M,54%
1102,8,perfect,88,182,L,73%,XL,57%
1103,5,perfect,87,184,L,76%,XL,57%
1104,0,perfect,96,185,XL,96%,L,39%
1105,2,tighter,90,182,L,93%,M,46%
1106,6,perfect,102,189,XL,95%,L,39%
1107,8,perfect,70,171,M,92%,S,39%
1108,1,perfect,86,179,L,90%,XL,47%
1109,0,perfect,76,165,M,94%,L,41%
1110,5,looser,88,177,XL,85%,L,48%
1111,9,perfect,97,182,XL,96%,L,43%
1112,6,tighter,77,175,M,96%,S,42%
1113,0,tighter,73,165,S,68%,M,66%
1114,7,tighter,93,177,L,94%,M,43%
1115,7,tighter,90,180,L,90%,M,47%
1116,0,looser,103,185,XXL,91%,XL,44%
1117,6,perfect,91,182,XL,75%,L,65%
1118,9,tighter,102,187,XL,90%,L,50%
1119,1,tighter,74,166,M,76%,S,62%
1120,5,tighter,84,179,M,74%,L,60%
1121,0,perfect,81,173,L,78%,M,57%
1122,0,tighter,78,170,M,94%,S,41%
1124,4,tighter,74,162,S,67%,M,64%
1125,4,perfect,74,170,M,94%,L,38%
1127,2,looser,83,178,XL,72%,L,69%
1128,7,looser,92,179,XL,94%,L,42%
1129,8,looser,85,176,XL,74%,L,56%
1130,8,perfect,94,188,XL,93%,L,38%
1131,1,tighter,83,169,M,94%,L,43%
1132,8,perfect,92,186,XL,85%,L,45%
1133,3,looser,85,175,XL,77%,L,64%
1134,3,perfect,75,171,M,91%,L,48%
1135,2,tighter,64,159,S,94%,M,44%
1136,0,looser,84,174,L,69%,XL,66%
1137,0,tighter,87,176,L,69%,M,65%
1138,9,looser,83,176,L,73%,XL,67%
1139,3,tighter,84,175,M,84%,L,57%
1140,6,tighter,74,169,M,83%,S,57%
1141,1,looser,91,180,XL,94%,L,43%
1142,5,looser,86,172,XL,71%,L,62%
1143,6,looser,72,169,M,79%,L,61%
1144,4,perfect,79,170,M,74%,L,57%
1146,8,perfect,86,183,L,80%,XL,49%
1147,3,perfect,83,175,L,90%,M,50%
1148,2,tighter,89,175,L,80%,M,61%
1149,2,looser,75,166,L,73%,M,67%
1150,0,looser,90,173,XL,93%,L,42%
1151,2,looser,89,182,XL,92%,L,47%
1152,2,tighter,97,187,XL,70%,L,68%
1153,6,perfect,87,179,L,88%,XL,52%
1154,2,perfect,85,175,L,95%,M,44%
1155,6,perfect,106,186,XL,91%,L,36%
1156,1,perfect,81,173,L,79%,M,59%
1157,7,perfect,68,162,M,75%,S,64%
1158,2,tighter,76,172,M,93%,S,46%
1159,5,looser,88,179,XL,87%,L,46%
1160,4,perfect,90,181,XL,66%,L,64%
1161,5,perfect,71,170,M,95%,S,38%
1162,7,looser,83,173,L,79%,XL,59%
1163,9,perfect,74,166,M,96%,L,42%
1164,8,looser,92,179,XL,91%,XXL,40%
1165,5,tighter,78,170,M,94%,S,40%
1166,6,tighter,80,172,M,96%,L,42%
1167,0,looser,83,173,L,78%,XL,57%
1168,9,perfect,87,183,L,80%,XL,60%
1169,2,tighter,71,166,S,75%,M,66%
1170,0,tighter,73,166,M,69%,S,66%
1171,5,perfect,81,176,L,84%,M,49%
1172,3,looser,77,172,L,92%,M,48%
1173,6,looser,86,182,XL,86%,L,54%
1174,7,perfect,98,186,XL,94%,L,43%
1175,1,tighter,79,170,M,96%,S,41%
1176,1,tighter,96,183,L,83%,XL,55%
1177,2,looser,87,174,XL,81%,L,60%
1178,3,perfect,75,165,M,96%,L,43%
1179,4,looser,74,168,L,67%,M,63%
1180,2,looser,97,177,XL,95%,L,40%
1181,9,looser,77,169,L,88%,M,52%
1182,1,perfect,92,185,XL,82%,L,56%
1183,5,looser,94,189,XL,93%,L,34%
1184,8,tighter,84,167,M,91%,L,40%
1185,6,perfect,73,169,M,96%,L,42%
1186,3,looser,82,173,L,85%,XL,56%
1187,9,tighter,86,176,M,73%,L,67%
1188,5,looser,70,165,M,92%,L,42%
1189,0,tighter,81,169,M,96%,L,39%
1190,4,perfect,90,173,L,83%,XL,47%
1191,8,tighter,76,175,M,92%,S,39%
1192,1,perfect,86,177,L,93%,XL,45%
1193,5,tighter,80,180,M,89%,L,45%
1194,8,perfect,83,180,L,92%,M,39%
1195,4,tighter,81,174,M,92%,L,39%
1196,4,looser,80,175,L,88%,XL,43%
1197,1,looser,84,169,L,82%,XL,56%
1198,8,perfect,88,174,L,87%,XL,43%
1199,2,looser,87,173,FALSE,0%,FALSE,0%
1200,7,perfect,82,168,L,73%,M,65%
1201,7,looser,70,164,M,93%,L,44%
1202,9,looser,77,172,L,92%,M,48%
1203,9,tighter,67,164,S,87%,M,52%
1204,6,perfect,91,178,L,70%,XL,68%
1205,6,tighter,73,168,M,76%,S,64%
1206,9,perfect,83,183,L,93%,XL,41%
1207,4,perfect,71,164,M,90%,S,41%
1208,3,tighter,100,188,XL,85%,L,56%
1209,1,perfect,85,181,L,91%,XL,47%
1210,5,looser,71,166,M,87%,L,46%
1211,7,looser,76,172,L,88%,M,49%
1212,1,perfect,70,164,M,88%,S,50%
1213,2,perfect,86,176,L,93%,XL,46%
1214,3,looser,103,183,XXL,90%,XL,49%
1215,7,looser,74,169,L,72%,M,66%
1216,8,perfect,80,174,L,72%,M,58%
1217,0,looser,89,176,XL,93%,L,42%
1218,5,tighter,95,184,L,84%,XL,49%
1219,6,perfect,91,176,L,75%,XL,65%
1220,6,looser,83,176,L,73%,XL,67%
1221,5,tighter,67,167,S,83%,M,50%
1222,6,perfect,96,182,XL,89%,L,50%
1223,3,tighter,72,168,M,71%,S,69%
1224,9,looser,81,168,L,94%,XL,45%
1225,3,perfect,88,179,L,83%,XL,57%
1226,8,looser,83,172,L,77%,XL,53%
1227,9,looser,74,167,M,71%,L,69%
1228,6,perfect,90,175,L,82%,XL,58%
1229,3,looser,90,185,XL,93%,XXL,46%
1230,4,tighter,85,172,M,83%,L,47%
1231,6,tighter,86,177,M,71%,L,69%
1232,3,perfect,95,181,XL,92%,L,48%
1233,6,tighter,94,181,L,92%,XL,47%
1234,0,looser,81,175,L,84%,XL,50%
1235,2,tighter,76,172,M,93%,S,46%
1236,7,tighter,103,182,XL,80%,L,58%
1237,1,perfect,89,181,L,74%,XL,64%
1238,0,perfect,90,183,XL,73%,L,62%
1239,4,perfect,60,153,S,90%,M,36%
1240,5,tighter,85,178,M,71%,L,62%
1241,6,looser,86,182,XL,86%,L,54%
1242,6,perfect,83,179,L,94%,M,44%
1243,2,perfect,93,185,XL,86%,L,55%
1244,9,looser,78,157,L,70%,M,68%
1245,2,tighter,79,175,M,96%,L,43%
1246,4,tighter,94,181,L,91%,XL,40%
1247,4,perfect,92,179,XL,71%,L,59%
1248,5,tighter,69,165,S,80%,M,53%
1249,7,looser,88,172,XL,80%,L,58%
1250,2,perfect,79,174,L,72%,M,68%
1251,0,tighter,89,179,L,85%,M,50%
1252,4,looser,67,164,M,96%,S,36%
1253,1,perfect,80,180,L,87%,M,51%
1254,5,perfect,84,174,L,91%,M,42%
1255,6,looser,64,166,M,92%,S,47%
1256,6,tighter,73,165,S,70%,M,68%
1257,1,looser,83,177,L,70%,XL,68%
1258,6,tighter,75,169,M,86%,S,54%
1259,4,tighter,74,170,M,83%,S,48%
1260,1,perfect,74,174,M,91%,L,47%
1261,2,looser,83,172,L,81%,XL,59%
1262,3,looser,74,168,L,71%,M,69%
1263,1,looser,87,178,XL,84%,L,54%
1264,4,perfect,87,174,L,92%,XL,39%
1265,2,looser,91,179,XL,94%,L,45%
1266,6,looser,99,190,XL,63%,L,23%
1267,5,looser,78,168,L,89%,M,44%
1268,6,perfect,77,167,M,91%,L,48%
1269,9,looser,76,169,L,84%,M,56%
1270,6,tighter,92,183,L,94%,XL,44%
1271,0,tighter,85,173,M,82%,L,52%
1272,5,perfect,80,176,L,79%,M,54%
1273,2,looser,85,178,XL,79%,L,62%
1274,7,looser,89,183,XL,93%,L,45%
1275,0,perfect,83,175,L,89%,M,45%
1276,0,perfect,74,170,M,94%,L,41%
1277,2,perfect,79,178,L,81%,M,60%
1278,5,looser,85,183,XL,83%,L,50%
1279,3,tighter,92,179,L,94%,M,46%
1280,8,perfect,89,171,L,88%,XL,43%
1281,3,tighter,101,186,XL,85%,L,55%
1282,8,tighter,78,170,M,92%,S,39%
1283,6,looser,96,188,XL,89%,L,35%
1284,1,looser,78,175,L,94%,XL,43%
1285,3,perfect,75,162,M,96%,S,42%
1286,7,looser,83,172,L,81%,XL,57%
1287,9,looser,80,172,L,92%,XL,47%
1288,9,looser,85,176,XL,79%,L,62%
1289,5,perfect,82,173,L,83%,M,51%
1290,3,tighter,81,174,M,93%,L,46%
1291,7,tighter,87,177,L,73%,M,65%
1292,0,tighter,78,166,M,90%,S,45%
1293,2,looser,81,168,L,94%,XL,45%
1294,9,perfect,73,159,M,90%,S,49%
1295,2,perfect,79,170,M,77%,L,63%
1296,7,perfect,81,177,L,86%,M,52%
1297,9,perfect,80,171,M,70%,L,68%
1298,3,perfect,85,176,L,0%,XL,2%
1299,3,perfect,79,177,L,78%,M,63%
1300,8,perfect,71,171,M,94%,S,37%
1301,7,tighter,84,173,M,87%,L,51%
1302,5,tighter,93,179,L,95%,M,39%
1303,5,looser,86,180,XL,82%,L,51%
1304,6,perfect,99,180,L,86%,M,33%
1305,7,perfect,83,173,L,88%,M,50%
1306,7,perfect,88,175,L,89%,XL,48%
1307,2,tighter,63,164,S,93%,M,45%
1308,9,perfect,81,174,L,81%,M,59%
1309,0,perfect,79,173,M,68%,L,66%
1310,2,perfect,75,166,M,95%,L,43%
1311,6,looser,68,172,M,91%,L,48%
1312,2,looser,73,171,L,73%,M,68%
1313,5,looser,73,167,M,75%,L,58%
1314,6,looser,85,171,L,72%,XL,67%
1315,4,looser,86,168,L,68%,XL,62%
1316,6,looser,78,172,L,94%,M,44%
1317,9,tighter,82,175,M,90%,L,49%
1318,4,perfect,102,199,XL,83%,L,29%
1319,2,looser,89,179,XL,91%,L,49%
1320,2,looser,87,178,XL,85%,L,55%
1321,3,tighter,79,172,M,96%,S,42%
1322,2,tighter,83,179,M,80%,L,60%
1323,5,looser,86,172,XL,71%,L,62%
1324,8,looser,93,189,XL,70%,XXL,59%
1325,3,tighter,80,173,M,95%,L,43%
1326,7,perfect,101,192,XL,95%,L,38%
1328,6,looser,91,179,XL,93%,L,45%
1329,3,tighter,105,193,XL,95%,XXL,43%
1330,9,perfect,86,176,L,93%,XL,46%
1331,5,tighter,87,176,L,69%,M,65%
1332,8,looser,88,176,XL,88%,L,43%
1333,3,looser,70,167,M,90%,L,49%
1334,9,looser,83,172,L,81%,XL,59%
1335,5,perfect,80,173,L,72%,M,62%
1336,7,tighter,71,164,S,77%,M,61%
1337,1,looser,82,173,L,84%,XL,54%
1338,3,perfect,93,184,XL,90%,L,50%
1339,6,tighter,72,167,S,71%,M,69%
1340,4,looser,67,155,M,87%,S,44%
1341,4,tighter,71,173,M,75%,S,56%
1342,1,tighter,100,191,XL,83%,L,55%
1343,2,looser,82,168,L,91%,XL,48%
1344,8,looser,80,168,L,92%,M,39%
1345,3,perfect,80,172,L,72%,M,68%
1346,6,perfect,94,182,XL,84%,L,55%
1347,3,looser,90,175,XL,95%,L,44%
1348,6,perfect,83,173,L,88%,M,52%
1349,0,perfect,96,187,XL,96%,XXL,39%
1350,6,looser,87,174,XL,80%,L,60%
1351,9,tighter,93,186,L,89%,XL,51%
1352,0,perfect,76,169,M,90%,L,45%
1353,3,perfect,87,176,L,91%,XL,49%
1354,0,looser,82,170,L,88%,XL,47%
1355,5,perfect,90,183,XL,70%,L,63%
1356,9,looser,78,172,L,94%,M,45%
1357,7,looser,69,162,M,96%,L,41%
1358,7,tighter,77,167,M,89%,S,48%
1359,6,tighter,93,187,L,88%,XL,52%
1360,8,tighter,72,164,S,73%,M,57%
1361,0,looser,85,170,L,72%,XL,62%
1362,3,perfect,87,180,L,86%,XL,55%
1363,3,looser,75,171,L,83%,M,58%
1364,6,looser,78,170,L,93%,M,46%
1365,8,perfect,79,164,M,84%,L,46%
1366,1,looser,75,170,L,80%,M,58%
1367,7,perfect,87,173,L,94%,XL,43%
1368,6,perfect,102,187,XL,95%,L,40%
1369,3,looser,79,168,L,93%,M,47%
1370,4,looser,79,171,L,95%,XL,37%
1371,5,perfect,80,167,M,77%,L,56%
1372,8,perfect,95,182,XL,89%,L,41%
1373,1,tighter,70,165,S,79%,M,59%
1374,7,perfect,86,172,L,94%,M,43%
1375,0,perfect,96,190,XL,95%,XXL,40%
1376,9,tighter,73,161,S,76%,M,64%
1377,0,looser,70,165,M,92%,L,43%
1378,6,looser,74,172,L,80%,M,60%
1379,9,tighter,90,183,L,93%,M,46%
1381,2,tighter,79,164,M,92%,S,48%
1382,4,looser,84,170,L,77%,XL,54%
1383,9,looser,81,169,L,93%,XL,46%
1384,3,perfect,79,173,M,71%,L,69%
1385,8,perfect,79,178,L,75%,M,55%
1386,4,tighter,92,179,L,93%,M,38%
1387,7,tighter,89,177,L,83%,M,56%
1389,7,perfect,78,170,M,82%,L,56%
1390,2,perfect,79,173,M,71%,L,69%
1391,5,looser,81,171,L,90%,XL,43%
1392,3,perfect,99,188,XL,91%,XXL,49%
1393,3,looser,81,175,L,86%,XL,55%
1394,2,perfect,84,173,L,91%,M,48%
1395,7,looser,84,175,XL,54%,L,55%
1397,6,perfect,97,185,XL,93%,L,46%
1398,8,perfect,94,181,XL,85%,L,45%
1399,3,perfect,85,178,L,94%,XL,46%
1400,6,perfect,89,180,L,77%,XL,63%
1401,9,looser,84,176,XL,73%,L,67%
1402,8,perfect,70,162,M,80%,S,50%
1403,3,perfect,91,179,XL,72%,L,69%
1404,9,perfect,63,161,S,84%,M,56%
1405,8,perfect,93,181,XL,81%,L,49%
1406,1,perfect,98,177,XL,89%,L,49%
1407,2,perfect,76,169,M,91%,L,49%
1408,9,looser,85,180,XL,86%,L,54%
1409,4,perfect,89,186,XL,71%,L,60%
1410,3,perfect,90,173,L,85%,XL,55%
1411,0,perfect,96,186,XL,96%,L,38%
1412,2,perfect,77,177,M,73%,L,68%
1413,3,tighter,72,164,S,75%,M,66%
1414,4,perfect,94,182,XL,82%,L,48%
1415,0,tighter,73,171,M,80%,S,54%
1416,6,tighter,79,171,M,96%,S,42%
1418,5,looser,80,168,L,95%,M,39%
1419,0,perfect,80,174,L,74%,M,60%
1420,3,perfect,81,179,L,89%,M,51%
1421,8,perfect,73,168,M,95%,L,37%
1423,1,tighter,101,183,XL,76%,L,63%
1424,2,looser,87,170,XL,75%,L,65%
1425,1,tighter,73,171,M,82%,S,56%
1426,3,looser,85,174,XL,75%,L,66%
1427,0,tighter,83,174,M,88%,L,47%
1428,6,perfect,88,178,L,85%,XL,55%
1429,8,perfect,87,175,L,89%,XL,42%
1430,2,looser,89,176,XL,88%,L,52%
1431,6,looser,90,184,XL,94%,L,44%
1432,0,looser,80,171,L,93%,XL,42%
1434,6,perfect,83,177,L,93%,M,46%
1435,2,perfect,87,176,L,91%,XL,49%
1436,2,tighter,103,189,XL,88%,L,52%
1437,7,perfect,77,171,M,85%,L,53%
1438,8,looser,77,170,L,86%,M,45%
1439,4,tighter,91,184,L,94%,XL,37%
1440,9,perfect,91,173,L,81%,XL,59%
1441,0,looser,75,170,L,79%,M,56%
1442,2,tighter,88,188,L,94%,M,45%
1443,4,perfect,61,154,S,92%,M,39%
1444,1,perfect,90,176,L,80%,XL,59%
1445,4,perfect,87,172,L,94%,XL,38%
1446,0,tighter,87,177,L,72%,M,63%
1447,4,tighter,93,177,L,93%,M,38%
1448,9,tighter,74,163,S,70%,M,68%
1449,6,tighter,83,164,M,97%,L,41%
1450,2,perfect,88,176,L,88%,XL,52%
1451,6,looser,87,172,XL,77%,L,63%
1452,5,tighter,91,179,L,91%,M,42%
1453,0,perfect,93,188,XL,93%,L,42%
1454,5,tighter,89,182,L,90%,M,44%
1455,1,tighter,82,170,M,95%,L,42%
1456,6,looser,78,171,L,93%,M,45%
1457,7,tighter,67,158,S,92%,M,45%
1458,1,perfect,96,182,XL,89%,L,49%
1459,8,perfect,80,173,L,69%,M,60%
1460,5,perfect,91,176,L,72%,XL,61%
1461,5,looser,82,180,L,67%,XL,65%
1462,6,looser,97,183,XL,92%,L,37%
1463,9,looser,96,184,XXL,71%,XL,69%
1464,1,looser,72,164,M,87%,L,51%
1465,6,looser,95,180,XL,96%,L,40%
1466,6,tighter,89,179,L,86%,M,53%
1467,1,looser,77,168,L,86%,M,52%
1468,7,perfect,91,179,XL,70%,L,68%
1469,3,looser,74,169,L,73%,M,67%
1470,9,looser,86,178,XL,87%,L,53%
1471,4,tighter,93,181,L,93%,XL,38%
1472,3,looser,89,178,XL,95%,L,44%
1473,6,tighter,75,172,M,84%,S,54%
1474,3,looser,94,183,XL,82%,XXL,58%
1475,5,looser,79,174,L,93%,XL,41%
1476,0,perfect,88,177,L,85%,XL,49%
1477,8,looser,87,176,XL,84%,L,46%
1478,5,looser,80,174,L,90%,XL,43%
1480,1,perfect,97,188,XL,66%,L,43%
1481,1,looser,97,183,XL,92%,L,36%
1482,9,perfect,85,173,L,93%,M,46%
1483,2,tighter,81,174,M,93%,L,46%
1484,8,looser,78,165,L,82%,M,48%
1485,1,perfect,97,191,XL,95%,L,39%
1486,3,looser,89,178,XL,95%,L,44%
1487,8,looser,99,186,XXL,79%,XL,51%
1488,4,tighter,94,186,L,83%,XL,47%
1489,3,tighter,77,165,M,87%,S,54%
1490,1,perfect,101,189,XL,95%,L,39%
1491,2,perfect,93,175,XL,73%,L,68%
1492,4,looser,86,177,XL,78%,L,53%
1494,1,perfect,96,187,XL,92%,L,42%
1495,6,tighter,81,179,M,91%,L,47%
1496,6,looser,94,184,L,41%,M,15%
1497,3,tighter,85,176,M,78%,L,63%
1498,9,looser,91,177,XL,96%,XXL,42%
1499,1,tighter,83,169,M,94%,L,43%
1500,4,looser,89,174,XL,84%,L,46%
1501,7,tighter,76,172,M,92%,S,45%
1502,4,tighter,95,182,L,86%,XL,44%
1503,2,tighter,98,191,XL,79%,L,62%
1504,4,tighter,72,161,S,75%,M,55%
1505,4,perfect,83,175,L,90%,M,41%
1512,3,perfect,89,179,L,79%,XL,62%
1513,1,looser,77,166,L,83%,M,55%
1514,0,tighter,98,187,XL,72%,L,63%
1515,5,tighter,88,182,L,86%,M,47%
1516,8,looser,66,157,M,83%,S,47%
1517,2,perfect,71,164,M,91%,S,48%
1518,5,perfect,63,159,S,85%,M,48%
1519,7,perfect,86,175,L,94%,XL,43%
1520,1,looser,91,177,XL,92%,L,45%
1521,6,looser,77,171,L,91%,M,48%
1522,7,looser,91,186,XL,95%,L,41%
1523,6,tighter,89,177,L,83%,M,57%
1524,9,perfect,101,180,XL,94%,XXL,45%
1525,5,looser,84,171,L,76%,XL,57%
1526,7,tighter,86,180,L,75%,M,63%
1527,2,tighter,93,178,L,95%,M,44%
1528,6,tighter,88,179,L,83%,M,57%
1530,1,looser,68,165,M,96%,L,41%
1531,4,looser,93,184,XL,95%,L,35%
1532,1,perfect,80,175,L,78%,M,60%
1533,3,tighter,78,169,M,93%,S,46%
1534,2,perfect,103,192,XL,92%,L,37%
1535,0,perfect,89,183,L,67%,XL,65%
1536,4,tighter,81,169,M,96%,L,36%
1537,5,perfect,72,161,M,89%,S,44%
1538,9,perfect,84,173,L,91%,M,49%
1539,1,looser,90,176,XL,90%,L,48%
1540,2,looser,91,184,XL,95%,L,43%
1541,1,tighter,93,187,L,87%,XL,51%
1542,9,tighter,73,167,M,74%,S,66%
1543,3,looser,72,169,M,79%,L,62%
1544,3,perfect,90,173,L,85%,XL,55%
1545,1,looser,95,186,XL,93%,L,37%
1546,0,tighter,66,160,S,91%,M,43%
1547,2,looser,86,172,XL,74%,L,66%
1548,7,looser,93,189,XL,95%,L,38%
1549,9,tighter,77,164,M,83%,S,50%
1550,4,looser,82,180,XL,65%,L,63%
1551,5,perfect,81,171,L,73%,M,61%
1552,6,tighter,76,171,M,92%,S,47%
1553,5,perfect,90,179,L,71%,XL,62%
1555,0,looser,95,180,XL,81%,XXL,53%
1556,9,looser,83,170,L,85%,XL,55%
1557,4,tighter,79,179,M,92%,L,39%
1558,6,tighter,90,175,L,83%,M,57%
1559,2,perfect,91,186,XL,81%,L,59%
1560,1,looser,90,181,XL,93%,L,44%
1561,5,perfect,82,177,L,89%,M,44%
1562,1,tighter,94,189,L,80%,XL,58%
1563,0,tighter,75,172,M,89%,S,45%
1564,8,looser,84,182,XL,80%,L,49%
1565,1,looser,87,183,XL,89%,L,49%
1566,3,looser,78,172,L,94%,M,45%
1567,4,perfect,73,169,M,96%,L,36%
1568,2,tighter,81,178,M,89%,L,51%
1569,7,tighter,107,194,XL,95%,L,41%
1570,1,perfect,74,167,M,96%,L,41%
1571,3,looser,68,167,M,95%,L,44%
1572,8,looser,90,182,XL,93%,XXL,38%
1573,0,perfect,88,175,L,88%,XL,46%
1574,5,looser,97,186,XL,87%,L,31%
1575,8,tighter,87,175,M,65%,L,63%
1576,3,looser,91,182,XL,94%,XXL,46%
1577,1,looser,91,182,XL,94%,L,42%
1578,3,tighter,57,154,S,90%,M,36%
1579,4,tighter,81,175,M,91%,L,40%
1580,0,looser,84,173,L,72%,XL,63%
1581,9,perfect,89,180,L,77%,XL,63%
1582,9,tighter,89,182,L,90%,M,49%
1583,5,tighter,84,177,M,78%,L,55%
1585,3,looser,87,180,XL,92%,L,47%
1586,2,perfect,92,183,XL,81%,L,60%
1587,3,perfect,78,168,M,86%,L,55%
1588,8,tighter,82,173,M,89%,L,41%
1589,8,looser,98,183,XXL,72%,XL,58%
1590,7,looser,78,171,L,93%,M,44%
1591,0,perfect,92,179,XL,75%,L,60%
1592,1,looser,85,182,XL,83%,L,55%
1593,7,tighter,96,181,L,86%,XL,52%
1595,0,perfect,90,179,L,71%,XL,63%
1596,9,perfect,97,180,XL,95%,L,44%
1597,8,perfect,71,169,M,92%,S,39%
1598,7,tighter,75,165,M,78%,S,60%
1599,2,looser,82,177,L,77%,XL,64%
1600,6,perfect,95,182,XL,87%,L,53%
1601,0,tighter,76,170,M,89%,S,45%
1602,9,looser,79,175,L,92%,XL,47%
1603,2,tighter,78,165,M,90%,S,50%
1604,3,tighter,81,184,M,79%,L,61%
1605,4,tighter,85,184,L,77%,M,53%
1606,9,tighter,80,169,M,96%,S,42%
1607,4,tighter,65,158,S,93%,M,38%
1608,7,tighter,73,172,M,84%,S,55%
1609,9,perfect,78,173,M,76%,L,64%
1610,6,looser,76,172,L,89%,M,51%
1611,3,perfect,115,194,XXL,96%,XL,41%
1616,7,tighter,77,174,M,95%,S,42%
1617,8,looser,84,179,XL,74%,L,55%
1618,1,tighter,83,175,M,87%,L,51%
1619,5,looser,95,189,XL,90%,L,33%
1620,0,perfect,90,178,L,74%,XL,61%
1621,5,perfect,75,173,M,88%,L,45%
1622,5,perfect,94,180,XL,80%,L,53%
1623,4,perfect,92,177,XL,68%,L,63%
1624,6,perfect,70,165,M,89%,S,50%
1625,8,perfect,76,171,M,85%,L,45%
1626,5,perfect,102,188,XL,95%,L,36%
1627,8,looser,77,174,L,90%,M,40%
1628,5,looser,86,175,XL,75%,L,58%
1629,5,tighter,78,174,M,96%,S,37%
