user_id,product_id,rating
63,7_M,0.07999999999999996
64,0_M,0.83
64,2_XL,0.15000000000000002
65,1_L,0.79
65,2_S,0.20999999999999996
66,7_M,0.95
66,9_XL,0.06000000000000005
66,0_L,0.41
67,4_L,0.76
67,0_M,0.21999999999999997
67,9_XL,0.61
68,8_XL,0.92
68,2_S,0.06000000000000005
68,5_L,0.39
69,0_L,0.85
69,9_M,0.14
70,5_XL,0.81
70,6_S,0.17000000000000004
71,6_L,0.91
71,4_S,0.09999999999999998
71,7_M,0.47
72,3_XL,0.82
73,8_L,0.71
73,9_S,0.27
73,3_M,0.65
74,7_M,0.82
74,9_XXL,0.18000000000000005
74,1_S,0.56
75,5_XL,0.91
76,1_XL,0.74
76,2_XXL,0.22999999999999998
76,3_L,0.61
77,1_XL,0.71
77,2_M,0.27
78,1_XL,0.94
78,6_M,0.06000000000000005
79,1_M,0.81
80,9_M,0.83
80,3_XXL,0.17000000000000004
81,8_M,0.93
81,9_XXL,0.050000000000000044
82,7_XL,0.85
82,9_S,0.08999999999999997
83,4_XL,0.92
83,3_S,0.040000000000000036
84,8_L,0.92
84,9_XXL,0.050000000000000044
85,9_S,0.71
85,4_XL,0.35
85,7_M,0.68
86,8_M,0.69
86,0_XXL,0.28
87,0_XL,0.95
88,4_L,0.91
88,5_XXL,0.07999999999999996
89,8_M,0.71
89,9_XXL,0.24
90,7_L,0.89
90,8_XL,0.15000000000000002
90,5_M,0.45
91,1_XL,0.71
91,7_M,0.29000000000000004
91,8_L,0.62
92,5_L,0.94
92,4_S,0.06000000000000005
92,6_M,0.44
93,4_L,0.88
93,9_S,0.10999999999999999
93,3_M,0.51
94,5_L,0.88
95,4_M,0.94
95,1_S,0.06000000000000005
95,8_L,0.39
96,9_M,0.74
96,2_L,0.25
96,8_S,0.61
97,1_L,0.8
97,6_S,0.19999999999999996
97,9_M,0.55
98,6_L,0.88
98,2_M,0.06999999999999995
98,3_XL,0.47
99,4_M,0.88
99,1_XXL,0.10999999999999999
99,6_L,0.5
100,0_M,0.85
100,4_XXL,0.06000000000000005
100,7_L,0.42
101,4_L,0.74
101,2_S,0.21999999999999997
102,1_L,0.78
102,6_S,0.4
102,5_M,0.56
103,0_S,0.76
103,3_L,0.21999999999999997
104,8_L,0.69
104,4_S,0.29000000000000004
104,9_M,0.66
105,4_L,0.89
105,3_XXL,0.09999999999999998
105,9_M,0.5
106,2_M,0.95
106,8_XL,0.07999999999999996
107,0_M,0.96
108,1_M,0.8
108,7_XL,0.19999999999999996
109,9_L,0.59
109,0_S,0.06000000000000005
109,2_M,0.44
110,8_M,0.92
110,5_XXL,0.050000000000000044
111,8_M,0.78
111,7_XXL,0.18000000000000005
112,8_L,0.81
113,8_XL,0.76
113,2_XXL,0.21999999999999997
113,3_L,0.59
114,2_L,0.89
114,9_XXL,0.10999999999999999
115,5_M,0.95
115,2_XL,0.040000000000000036
116,4_XL,0.76
116,1_S,0.21999999999999997
117,8_XL,0.95
117,0_XXL,0.040000000000000036
117,9_L,0.42
118,8_XL,0.67
118,7_S,0.30000000000000004
118,2_L,0.69
119,7_L,0.71
119,9_XXL,0.28
119,0_M,0.65
120,7_XL,0.94
120,9_M,0.06000000000000005
120,0_XXL,0.41
121,8_M,0.65
121,7_XL,0.31000000000000005
121,3_S,0.68
122,8_L,0.77
122,0_S,0.19999999999999996
122,2_M,0.58
123,3_M,0.71
123,6_S,0.22999999999999998
124,0_S,0.9
124,9_XXL,0.08999999999999997
124,1_M,0.46
125,7_L,0.82
125,4_XXL,0.19999999999999996
125,5_M,0.53
126,3_L,0.9
126,0_S,0.09999999999999998
126,9_M,0.49
127,0_M,0.67
127,3_S,0.30000000000000004
128,5_XL,0.87
128,4_S,0.13
128,9_L,0.45
129,0_XL,0.7
129,8_XXL,0.31999999999999995
129,9_L,0.67
130,2_M,0.91
130,4_XXL,0.09999999999999998
131,3_M,0.83
131,1_XL,0.17000000000000004
131,6_L,0.56
132,8_M,0.94
132,7_S,0.040000000000000036
132,6_L,0.42
133,6_L,0.95
133,9_S,0.050000000000000044
134,1_L,0.91
134,2_S,0.07999999999999996
134,6_XL,0.47
135,6_S,0.89
135,2_XL,0.10999999999999999
136,3_XL,0.88
136,6_S,0.18000000000000005
136,9_L,0.52
137,8_L,0.92
137,0_S,0.06000000000000005
137,2_M,0.44
138,8_L,0.69
138,4_XL,0.29000000000000004
139,6_M,0.9
139,2_L,0.08999999999999997
140,8_M,0.89
140,3_XXL,0.07999999999999996
141,1_L,0.91
141,5_XXL,0.09999999999999998
141,2_M,0.48
142,4_M,0.83
143,8_M,0.66
143,3_XL,0.28
144,0_M,0.93
144,2_XL,0.06000000000000005
145,6_XL,0.93
145,5_M,0.06999999999999995
146,5_L,0.91
146,3_XXL,0.07999999999999996
147,8_L,0.88
147,5_XL,0.08999999999999997
148,5_XL,0.88
148,8_XXL,0.07999999999999996
149,7_S,0.72
149,5_XL,0.31000000000000005
149,9_M,0.64
150,8_XL,0.89
150,9_M,0.07999999999999996
151,4_L,0.92
151,0_XXL,0.06999999999999995
151,7_XL,0.44
152,4_M,0.67
152,7_L,0.30000000000000004
152,2_S,0.69
153,9_XL,0.67
153,6_S,0.12
154,8_M,0.94
154,1_XXL,0.040000000000000036
155,7_L,0.73
155,1_XL,0.27
156,1_XL,0.88
156,6_XXL,0.12
156,0_L,0.42
157,1_M,0.95
157,2_S,0.050000000000000044
158,0_S,0.93
158,3_XXL,0.06999999999999995
159,5_M,0.96
159,9_XXL,0.040000000000000036
160,8_L,0.68
160,3_XXL,0.27
160,2_M,0.67
161,2_L,0.88
161,3_S,0.13
161,6_M,0.62
162,1_M,0.84
162,6_XXL,0.16000000000000003
163,5_XL,0.93
163,8_M,0.06000000000000005
163,9_XXL,0.43
164,8_L,0.82
164,2_XXL,0.14
164,3_XL,0.54
165,4_M,0.83
165,5_XL,0.16000000000000003
165,2_L,0.56
166,0_L,0.92
166,3_S,0.07999999999999996
166,9_M,0.47
167,8_M,0.71
167,4_XXL,0.27
167,9_S,0.64
168,4_M,0.69
168,7_L,0.28
169,8_L,0.79
169,1_S,0.17000000000000004
169,3_M,0.57
170,7_XL,0.9
170,5_M,0.09999999999999998
170,8_L,0.38
171,6_L,0.9
171,5_XL,0.10999999999999999
171,0_M,0.46
172,7_L,0.94
172,6_XXL,0.06000000000000005
173,4_M,0.93
173,9_XL,0.06999999999999995
173,5_S,0.41
174,8_XL,0.68
174,0_XXL,0.29000000000000004
174,9_L,0.67
175,8_M,0.74
175,7_XXL,0.21999999999999997
176,0_M,0.85
176,3_XL,0.14
177,3_M,0.96
177,6_L,0.06999999999999995
178,8_XL,0.73
178,6_M,0.25
178,2_L,0.65
179,5_M,0.81
179,0_S,0.18000000000000005
180,8_L,0.76
180,0_XXL,0.21999999999999997
181,7_L,0.88
181,5_S,0.12
181,9_XL,0.51
182,4_XL,0.74
182,7_XXL,0.24
182,9_L,0.59
183,1_M,0.96
183,9_S,0.050000000000000044
183,2_L,0.43
184,8_L,0.92
184,7_XXL,0.050000000000000044
184,5_XL,0.39
185,4_XL,0.68
185,1_M,0.29000000000000004
185,2_L,0.68
186,8_M,0.81
186,7_S,0.15000000000000002
186,3_L,0.55
187,5_XL,0.9
187,6_XXL,0.08999999999999997
188,8_L,0.78
189,5_M,0.95
189,2_XXL,0.050000000000000044
190,8_S,0.69
190,0_XXL,0.30000000000000004
191,4_XL,0.77
191,1_S,0.19999999999999996
191,6_L,0.31
192,8_XL,0.78
192,7_M,0.18999999999999995
192,4_L,0.34
193,6_L,0.78
193,7_S,0.10999999999999999
194,4_XL,0.85
194,9_M,0.21999999999999997
195,8_XL,0.89
195,4_XXL,0.06000000000000005
195,1_L,0.39
196,5_XL,0.81
196,6_S,0.17000000000000004
196,0_L,0.47
197,4_L,0.7
197,3_XL,0.27
198,8_XL,0.95
198,3_S,0.040000000000000036
199,6_M,0.92
199,2_XL,0.07999999999999996
199,7_L,0.45
200,6_XL,0.77
200,4_XXL,0.26
200,5_L,0.58
201,4_XL,0.88
201,7_S,0.10999999999999999
201,1_L,0.49
202,8_L,0.79
202,0_XXL,0.18000000000000005
203,8_XL,0.8
203,0_M,0.17000000000000004
203,9_XXL,0.56
204,1_M,0.9
204,5_XL,0.10999999999999999
204,3_S,0.5
205,7_M,0.71
206,4_M,0.89
206,9_XL,0.09999999999999998
206,3_S,0.5
207,0_M,0.96
208,8_M,0.83
208,9_S,0.13
208,7_L,0.51
209,4_L,0.83
209,2_M,0.14
209,1_XL,0.52
210,3_L,0.88
210,7_XL,0.12
211,9_M,0.74
211,2_XXL,0.26
211,0_L,0.63
212,2_XL,0.85
212,8_M,0.13
213,5_XL,0.95
213,4_M,0.050000000000000044
213,7_L,0.4
214,5_XL,0.72
214,1_XXL,0.26
215,7_M,0.9
215,9_XXL,0.09999999999999998
216,8_XXL,0.67
216,7_M,0.07999999999999996
217,2_L,0.95
217,1_XXL,0.29000000000000004
217,6_M,0.43
218,8_M,0.73
218,9_S,0.21999999999999997
218,6_L,0.62
219,8_XL,0.74
219,1_XXL,0.050000000000000044
219,6_L,0.39
220,0_M,0.7
220,7_XL,0.29000000000000004
221,0_XL,0.86
221,6_S,0.18000000000000005
222,3_M,0.95
222,1_XXL,0.050000000000000044
222,8_L,0.39
223,0_M,0.78
223,7_XL,0.20999999999999996
223,3_L,0.61
224,8_M,0.74
224,0_XXL,0.22999999999999998
225,9_M,0.71
226,5_L,0.92
226,4_XL,0.07999999999999996
226,1_M,0.44
227,8_M,0.87
227,0_XXL,0.09999999999999998
227,2_L,0.49
228,1_L,0.88
228,5_XXL,0.12
228,8_M,0.45
229,8_S,0.67
229,3_XXL,0.29000000000000004
229,9_M,0.69
230,0_XXL,0.73
230,5_M,0.10999999999999999
230,7_L,0.35
231,6_M,0.93
231,7_XXL,0.06999999999999995
231,1_S,0.42
232,1_XL,0.93
232,9_L,0.050000000000000044
233,1_XL,0.76
233,9_L,0.18000000000000005
234,9_L,0.82
234,8_S,0.21999999999999997
235,9_L,0.95
235,3_S,0.050000000000000044
236,1_L,0.77
236,7_S,0.21999999999999997
236,6_XL,0.61
237,9_M,0.84
237,6_S,0.15000000000000002
238,8_M,0.95
238,5_L,0.040000000000000036
238,0_S,0.39
239,4_XL,0.93
239,0_S,0.06000000000000005
240,9_XL,0.71
241,4_M,0.91
241,6_XL,0.07999999999999996
241,3_S,0.48
242,5_M,0.87
242,6_XL,0.12
243,4_M,0.91
243,0_XL,0.07999999999999996
243,6_L,0.46
244,6_M,0.82
244,4_XXL,0.13
245,9_L,0.93
245,3_S,0.06999999999999995
246,7_S,0.78
246,6_XL,0.21999999999999997
246,4_M,0.56
247,3_M,0.87
247,7_L,0.13
247,2_S,0.53
248,5_L,0.86
248,9_S,0.13
249,6_XL,0.88
249,7_M,0.12
250,9_XL,0.89
251,7_M,0.94
251,4_XL,0.06000000000000005
251,3_S,0.45
252,4_L,0.87
252,9_XXL,0.10999999999999999
253,7_M,0.95
253,4_S,0.06000000000000005
254,0_L,0.88
254,1_XXL,0.10999999999999999
255,8_L,0.86
255,3_M,0.10999999999999999
256,2_L,0.82
256,3_XXL,0.18000000000000005
257,7_XL,0.8
257,2_S,0.18999999999999995
258,8_M,0.83
258,0_L,0.14
259,2_XL,0.83
259,1_M,0.18999999999999995
260,9_L,0.86
260,5_M,0.16000000000000003
261,0_M,0.88
261,9_XL,0.10999999999999999
261,7_S,0.49
262,4_L,0.88
262,7_XXL,0.09999999999999998
262,6_XL,0.49
263,6_L,0.84
263,3_XL,0.06000000000000005
263,2_M,0.44
264,0_XXL,0.68
264,5_S,0.07999999999999996
265,3_L,0.91
265,5_XXL,0.08999999999999997
266,2_M,0.95
266,0_L,0.06000000000000005
266,9_S,0.44
267,6_XL,0.85
267,0_S,0.09999999999999998
267,3_L,0.49
268,5_XL,0.93
268,8_S,0.06999999999999995
268,1_L,0.43
269,3_S,0.85
270,9_M,0.84
270,8_XXL,0.20999999999999996
270,7_L,0.55
271,2_XL,0.94
271,6_S,0.06000000000000005
272,5_XL,0.8
272,0_S,0.19999999999999996
272,2_L,0.32
273,0_XL,0.76
273,3_M,0.21999999999999997
273,1_L,0.38
274,8_L,0.9
274,9_XL,0.06999999999999995
275,8_L,0.84
275,4_XXL,0.13
276,5_XL,0.9
276,0_M,0.040000000000000036
276,1_L,0.44
277,4_S,0.88
277,2_L,0.09999999999999998
278,0_M,0.93
278,5_S,0.06000000000000005
278,6_L,0.44
279,4_L,0.82
279,2_M,0.16000000000000003
280,5_M,0.94
280,3_XL,0.06000000000000005
280,7_L,0.43
281,8_L,0.73
281,3_XL,0.21999999999999997
282,9_XL,0.89
282,1_XXL,0.17000000000000004
283,7_L,0.77
283,3_XL,0.22999999999999998
284,5_M,0.92
284,3_S,0.07999999999999996
284,9_L,0.47
285,2_M,0.96
285,7_XL,0.040000000000000036
286,9_L,0.92
286,5_XL,0.07999999999999996
286,4_M,0.4
287,8_M,0.93
287,2_XXL,0.040000000000000036
288,8_L,0.69
288,0_XL,0.28
289,2_XL,0.94
289,1_XXL,0.06000000000000005
290,7_L,0.69
290,2_S,0.29000000000000004
291,4_XL,0.77
291,3_M,0.18000000000000005
292,4_XL,0.65
292,1_XXL,0.31000000000000005
293,6_XL,0.88
293,8_S,0.08999999999999997
294,9_M,0.71
294,6_XL,0.21999999999999997
295,2_M,0.8
295,5_XL,0.22999999999999998
295,4_S,0.54
296,2_L,0.95
296,4_S,0.06000000000000005
296,3_XL,0.45
297,8_M,0.91
297,5_XL,0.06000000000000005
297,6_L,0.44
298,4_XL,0.92
298,2_S,0.06999999999999995
299,4_L,0.88
299,6_XXL,0.10999999999999999
299,2_M,0.5
300,9_M,0.92
300,7_L,0.06999999999999995
301,0_L,0.77
301,9_XL,0.20999999999999996
302,3_L,0.93
302,0_S,0.07999999999999996
302,4_M,0.39
303,4_M,0.9
303,3_S,0.08999999999999997
304,5_M,0.95
305,4_S,0.72
305,7_XXL,0.24
306,5_L,0.79
306,8_M,0.24
306,9_XL,0.59
307,0_XL,0.94
307,8_XXL,0.07999999999999996
308,0_M,0.86
308,8_S,0.17000000000000004
309,6_M,0.81
309,4_XL,0.17000000000000004
309,9_L,0.55
310,7_M,0.92
310,6_S,0.07999999999999996
310,1_L,0.45
311,7_XL,0.59
311,0_L,0.13
312,4_L,0.94
312,6_M,0.050000000000000044
313,7_L,0.85
313,9_XL,0.15000000000000002
314,7_M,0.78
314,5_S,0.24
315,0_L,0.9
315,9_XXL,0.09999999999999998
315,2_M,0.48
316,0_L,0.86
316,6_S,0.13
316,3_XL,0.53
317,8_XL,0.91
317,7_M,0.06000000000000005
317,5_L,0.39
318,0_L,0.83
318,3_M,0.16000000000000003
319,3_XXL,0.87
319,7_S,0.37
320,7_XL,0.88
320,1_M,0.12
321,3_XL,0.85
321,5_S,0.050000000000000044
321,6_L,0.4
322,8_XL,0.68
322,3_M,0.27
323,9_XL,0.94
323,2_M,0.06000000000000005
323,0_XXL,0.41
324,4_M,0.84
324,1_XXL,0.15000000000000002
325,8_XL,0.79
325,3_S,0.16000000000000003
325,5_L,0.56
326,3_L,0.82
327,6_L,0.93
327,1_S,0.06999999999999995
327,2_XL,0.46
328,2_XL,0.83
328,8_XXL,0.16000000000000003
328,9_L,0.52
329,5_M,0.71
329,9_XXL,0.26
329,3_S,0.67
330,6_M,0.8
330,0_S,0.22999999999999998
331,1_L,0.7
331,7_M,0.30000000000000004
331,0_XL,0.66
332,5_XL,0.95
332,1_S,0.040000000000000036
332,6_L,0.41
333,6_L,0.87
333,3_XXL,0.13
333,1_XL,0.52
334,7_XL,0.79
334,2_S,0.18999999999999995
335,8_XL,0.7
335,0_XXL,0.27
335,9_L,0.65
336,3_M,0.96
336,1_XXL,0.040000000000000036
336,4_S,0.36
337,9_L,0.93
337,6_S,0.06000000000000005
338,4_XL,0.86
338,6_M,0.13
338,9_L,0.46
339,9_L,0.9
339,2_XL,0.08999999999999997
340,5_M,0.69
340,9_XL,0.28
340,3_S,0.68
341,5_M,0.71
341,2_S,0.26
342,7_S,0.76
342,4_XXL,0.28
343,2_L,0.9
343,9_S,0.09999999999999998
344,3_L,0.91
345,1_XL,0.93
345,8_M,0.06000000000000005
346,8_L,0.74
346,9_M,0.20999999999999996
346,6_XL,0.61
347,5_XL,0.82
347,7_S,0.17000000000000004
348,0_L,0.82
348,1_M,0.16000000000000003
348,6_M,0.45
349,5_XL,0.9
349,4_XXL,0.10999999999999999
350,1_L,0.95
350,2_S,0.050000000000000044
350,6_M,0.44
351,1_M,0.8
351,3_L,0.18999999999999995
352,0_L,0.76
352,3_XL,0.21999999999999997
353,6_L,0.71
354,9_M,0.8
354,3_XXL,0.19999999999999996
354,1_L,0.59
355,6_M,0.92
355,0_XL,0.13
355,2_L,0.52
356,5_XL,0.92
356,7_S,0.07999999999999996
356,9_XXL,0.42
357,7_L,0.81
357,9_XL,0.18000000000000005
357,3_M,0.59
358,4_L,0.88
358,5_M,0.10999999999999999
359,8_L,0.74
359,5_S,0.22999999999999998
359,7_M,0.6
360,7_M,0.94
360,0_S,0.06000000000000005
360,4_L,0.38
361,6_XL,0.79
361,0_L,0.18999999999999995
361,7_XL,0.56
362,8_M,0.77
362,9_L,0.19999999999999996
362,0_S,0.54
363,7_S,0.8
363,8_XL,0.18999999999999995
363,3_M,0.6
364,8_M,0.9
364,6_S,0.06999999999999995
364,7_L,0.44
365,2_M,0.92
365,3_L,0.08999999999999997
365,0_S,0.44
366,8_M,0.8
366,5_L,0.17000000000000004
366,7_S,0.54
367,5_XL,0.86
367,3_XXL,0.06999999999999995
368,3_L,0.91
368,7_S,0.08999999999999997
369,4_L,0.78
370,9_L,0.86
370,8_XXL,0.18000000000000005
370,1_XL,0.52
371,0_XL,0.81
371,3_XXL,0.17000000000000004
372,4_L,0.66
372,3_XXL,0.30000000000000004
373,1_M,0.94
373,4_S,0.06999999999999995
373,9_L,0.45
374,9_L,0.79
374,3_M,0.20999999999999996
374,6_XL,0.61
375,5_L,0.84
375,7_S,0.15000000000000002
375,4_M,0.47
376,0_L,0.77
376,2_XL,0.19999999999999996
376,8_M,0.56
377,8_L,0.86
377,0_XXL,0.12
378,4_L,0.77
378,5_XXL,0.20999999999999996
378,6_XL,0.59
379,2_S,0.93
379,3_XL,0.06999999999999995
380,0_S,0.73
380,1_XL,0.26
381,9_M,0.76
381,6_XL,0.24
381,3_S,0.64
382,8_L,0.92
382,4_XXL,0.06000000000000005
383,4_L,0.7
383,0_XXL,0.28
383,1_XL,0.64
384,9_M,0.83
384,3_XL,0.17000000000000004
385,0_L,0.92
385,3_XXL,0.06999999999999995
386,4_M,0.88
387,6_XL,0.95
387,7_M,0.050000000000000044
388,8_XL,0.93
388,0_XXL,0.050000000000000044
388,5_L,0.44
389,4_XL,0.69
389,3_M,0.25
390,8_M,0.66
390,9_XL,0.29000000000000004
390,6_L,0.69
391,0_M,0.85
391,3_XXL,0.13
392,4_M,0.9
392,3_L,0.08999999999999997
393,8_L,0.92
393,5_XL,0.06000000000000005
394,6_L,0.78
394,1_S,0.21999999999999997
395,4_L,0.94
395,3_XL,0.06000000000000005
396,4_L,0.71
396,5_XXL,0.27
397,5_M,0.75
397,6_XXL,0.22999999999999998
397,7_L,0.62
398,6_S,0.93
398,2_XXL,0.06999999999999995
398,8_M,0.36
399,9_L,0.92
399,1_XXL,0.06999999999999995
399,8_M,0.41
400,6_M,0.95
400,7_S,0.040000000000000036
400,8_L,0.37
401,4_XL,0.91
401,9_S,0.040000000000000036
402,8_M,0.77
402,9_XL,0.20999999999999996
403,8_XXL,0.67
403,4_M,0.08999999999999997
404,0_M,0.95
404,3_S,0.040000000000000036
404,5_L,0.38
405,1_M,0.78
405,3_L,0.20999999999999996
406,7_XL,0.96
407,9_XL,0.86
407,2_S,0.18999999999999995
408,9_XXL,0.74
408,4_S,0.09999999999999998
408,7_L,0.36
409,0_L,0.92
409,2_S,0.06999999999999995
409,7_M,0.45
410,5_S,0.89
410,1_XXL,0.09999999999999998
410,3_M,0.5
411,4_L,0.89
411,0_M,0.09999999999999998
411,3_XL,0.49
412,9_M,0.7
412,6_XXL,0.30000000000000004
412,3_L,0.68
413,7_M,0.95
413,4_XL,0.050000000000000044
413,1_L,0.42
414,4_M,0.94
414,9_XXL,0.050000000000000044
414,3_L,0.44
415,4_M,0.79
415,2_XL,0.18000000000000005
415,1_L,0.57
416,1_XL,0.82
416,2_XXL,0.17000000000000004
416,8_L,0.46
417,6_L,0.89
417,1_XL,0.12
417,0_M,0.47
418,5_L,0.89
418,3_S,0.10999999999999999
418,2_M,0.5
419,0_L,0.7
419,1_XL,0.29000000000000004
419,3_M,0.68
420,8_XL,0.85
420,4_M,0.18999999999999995
420,7_L,0.55
421,8_L,0.92
421,0_XXL,0.06000000000000005
421,6_M,0.52
422,0_L,0.75
422,8_XXL,0.28
422,9_XL,0.59
423,4_M,0.87
423,0_XL,0.13
423,6_L,0.51
424,8_M,0.71
424,4_S,0.28
424,9_L,0.64
425,3_M,0.91
425,7_XXL,0.08999999999999997
426,0_XL,0.76
426,4_XXL,0.06000000000000005
426,5_L,0.35
427,7_S,0.93
427,3_XXL,0.06999999999999995
427,5_M,0.41
428,8_L,0.92
428,4_XL,0.06000000000000005
428,1_M,0.42
429,0_M,0.71
429,7_S,0.28
429,2_L,0.68
430,3_M,0.91
430,1_S,0.08999999999999997
431,8_XXL,0.94
431,9_L,0.050000000000000044
433,8_L,0.9
433,2_XXL,0.06999999999999995
434,8_L,0.82
435,0_L,0.92
435,6_M,0.06999999999999995
436,5_XL,0.72
436,2_S,0.25
437,0_XXL,0.7
437,3_M,0.28
437,9_XL,0.68
438,3_M,0.74
438,2_XXL,0.26
439,4_M,0.94
439,1_XXL,0.06000000000000005
439,2_S,0.44
440,9_S,0.78
440,5_XL,0.24
441,5_L,0.94
441,9_XL,0.06000000000000005
441,4_M,0.37
442,8_L,0.79
442,0_XXL,0.18000000000000005
442,9_XL,0.57
443,5_XL,0.75
443,8_M,0.22999999999999998
443,9_L,0.54
444,0_M,0.76
444,6_L,0.20999999999999996
445,1_L,0.88
445,6_XXL,0.10999999999999999
446,8_XL,0.93
446,1_XXL,0.09999999999999998
447,1_M,0.81
447,2_XXL,0.18000000000000005
447,3_L,0.58
448,4_XL,0.93
448,0_L,0.06000000000000005
449,7_S,0.78
449,9_XXL,0.20999999999999996
449,2_M,0.62
450,3_L,0.92
450,5_S,0.07999999999999996
450,2_XL,0.47
451,5_L,0.91
451,4_S,0.09999999999999998
451,8_XL,0.43
452,0_XL,0.75
452,3_XXL,0.22999999999999998
453,8_L,0.68
453,0_XXL,0.29000000000000004
453,1_M,0.65
454,8_L,0.92
454,1_XL,0.050000000000000044
454,2_M,0.44
455,4_L,0.71
455,0_XL,0.28
455,9_M,0.66
456,5_M,0.8
456,8_XL,0.21999999999999997
457,8_XL,0.66
457,6_XXL,0.30000000000000004
458,0_XL,0.91
458,9_M,0.07999999999999996
459,5_M,0.81
459,0_XXL,0.18999999999999995
459,9_L,0.58
460,8_L,0.73
460,0_XXL,0.25
460,7_XL,0.61
461,3_XL,0.71
461,0_XXL,0.31999999999999995
461,4_L,0.64
462,9_M,0.95
462,0_XXL,0.050000000000000044
462,7_L,0.42
463,0_XL,0.76
463,7_S,0.22999999999999998
463,1_L,0.38
464,5_XL,0.92
464,7_M,0.06999999999999995
464,8_XXL,0.37
465,2_XL,0.96
465,6_S,0.040000000000000036
465,0_XXL,0.52
466,6_L,0.93
466,1_S,0.06999999999999995
466,0_M,0.43
467,3_M,0.81
467,1_S,0.19999999999999996
468,4_XL,0.67
468,5_M,0.31999999999999995
468,0_L,0.65
469,3_XL,0.96
469,9_XXL,0.040000000000000036
470,8_L,0.65
470,2_S,0.29000000000000004
471,8_M,0.94
471,1_L,0.040000000000000036
471,2_S,0.42
472,3_L,0.89
472,6_XXL,0.10999999999999999
472,7_M,0.49
473,9_M,0.71
473,8_S,0.35
473,2_M,0.68
474,0_XXL,0.85
474,3_S,0.13
475,8_L,0.91
475,3_M,0.06000000000000005
475,9_XL,0.45
476,4_L,0.93
476,3_XXL,0.06000000000000005
